,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","19,120,641","19,114,396","6,245"
1,2,"Alcaraz, Carlos","18,803,427","18,803,427",0
2,3,"Zverev, Alexander","6,060,174","5,976,268","83,906"
3,4,"Fritz, Taylor","5,475,728","5,456,536","19,192"
4,5,"Auger-Aliassime, Felix","5,262,350","5,228,696","33,654"
5,6,"de Minaur, Alex","5,241,711","5,192,227","49,484"
6,7,"Djokovic, Novak","5,140,175","5,127,245","12,930"
7,8,"Musetti, Lorenzo","4,852,243","4,682,629","169,614"
8,9,"Shelton, Ben","4,745,259","4,600,653","144,606"
9,10,"Draper, Jack","3,446,994","3,421,704","25,290"
10,11,"Ruud, Casper","3,292,413","3,268,588","23,825"
11,12,"Rublev, Andrey","3,172,489","3,047,413","125,076"
12,13,"Rune, Holger","2,979,717","2,973,472","6,245"
13,14,"Bublik, Alexander","2,958,857","2,905,991","52,866"
14,15,"Khachanov, Karen","2,911,301","2,774,481","136,820"
15,16,"Medvedev, Daniil","2,884,076","2,877,831","6,245"
16,17,"Davidovich Fokina, Alejandro","2,733,439","2,692,725","40,714"
17,18,"Mensik, Jakub","2,727,011","2,652,860","74,151"
18,19,"Cobolli, Flavio","2,718,529","2,623,372","95,157"
19,20,"Lehecka, Jiri","2,684,487","2,596,590","87,897"
20,21,"Machac, Tomas","2,347,618","2,161,964","185,654"
21,22,"Paul, Tommy","2,282,871","2,265,471","17,400"
22,23,"Cerundolo, Francisco","2,276,274","2,173,340","102,934"
23,24,"Tsitsipas, Stefanos","2,060,710","2,026,842","33,868"
24,25,"Shapovalov, Denis","2,043,079","2,018,950","24,129"
25,26,"Rinderknech, Arthur","2,017,857","1,967,301","50,556"
26,27,"Norrie, Cameron","2,015,212","1,972,588","42,624"
27,28,"Munar, Jaume","1,935,134","1,795,515","139,619"
28,29,"Tiafoe, Frances","1,915,478","1,870,534","44,944"
29,30,"Griekspoor, Tallon","1,904,549","1,790,038","114,511"
30,31,"Nakashima, Brandon","1,881,449","1,810,044","71,405"
31,32,"Sonego, Lorenzo","1,863,836","1,661,931","201,905"
32,33,"Tien, Learner","1,807,553","1,743,311","64,242"
33,34,"Fonseca, Joao","1,769,740","1,757,191","12,549"
34,35,"Darderi, Luciano","1,749,423","1,625,078","124,345"
35,36,"Cash, Julian","1,726,083",0,"1,726,083"
36,37,"Glasspool, Lloyd","1,715,246",0,"1,715,246"
37,38,"Borges, Nuno","1,694,475","1,530,329","164,146"
38,39,"Michelsen, Alex","1,685,043","1,464,284","220,759"
39,40,"Popyrin, Alexei","1,650,099","1,517,825","132,274"
40,41,"Humbert, Ugo","1,647,011","1,635,293","11,718"
41,42T,"Heliovaara, Harri","1,551,921",0,"1,551,921"
42,42T,"Patten, Henry","1,551,921",0,"1,551,921"
43,44,"Moutet, Corentin","1,549,136","1,531,711","17,425"
44,45,"Muller, Alexandre","1,539,373","1,421,571","117,802"
45,46,"Vacherot, Valentin","1,535,201","1,527,336","7,865"
46,47,"Zeballos, Horacio","1,527,730",0,"1,527,730"
47,48,"Diallo, Gabriel","1,510,284","1,449,172","61,112"
48,49,"Granollers, Marcel","1,499,226",0,"1,499,226"
49,50,"Altmaier, Daniel","1,483,733","1,481,497","2,236"
50,51,"Etcheverry, Tomas Martin","1,460,283","1,352,402","107,881"
51,52,"Baez, Sebastian","1,456,361","1,389,186","67,175"
52,53,"Marozsan, Fabian","1,445,209","1,396,753","48,456"
53,54,"Fils, Arthur","1,437,645","1,392,485","45,160"
54,55,"Bergs, Zizou","1,435,594","1,382,401","53,193"
55,56T,"Arevalo, Marcelo","1,430,481",0,"1,430,481"
56,56T,"Pavic, Mate","1,430,481",0,"1,430,481"
57,58,"Dimitrov, Grigor","1,402,639","1,384,773","17,866"
58,59,"Kecmanovic, Miomir","1,382,732","1,323,725","59,007"
59,60,"Korda, Sebastian","1,376,445","1,182,353","194,092"
60,61,"Skupski, Neal","1,355,926",0,"1,355,926"
61,62,"Giron, Marcos","1,346,209","1,286,363","59,846"
62,63,"Salisbury, Joe","1,310,031",0,"1,310,031"
63,64,"Martinez, Pedro","1,305,228","1,110,036","195,192"
64,65,"Thompson, Jordan","1,299,785","1,028,560","271,225"
65,66,"Mpetshi Perricard, Giovanni","1,271,143","1,183,294","87,849"
66,67,"Arnaldi, Matteo","1,233,978","1,198,472","35,506"
67,68,"Struff, Jan-Lennard","1,220,713","1,179,841","40,872"
68,69,"Opelka, Reilly","1,212,298","1,206,053","6,245"
69,70,"Halys, Quentin","1,204,883","1,101,440","103,443"
70,71,"Ugo Carabelli, Camilo","1,193,740","1,107,687","86,053"
71,72,"Bonzi, Benjamin","1,181,578","1,094,928","86,650"
72,73,"Mannarino, Adrian","1,157,288","1,131,766","25,522"
73,74,"Hurkacz, Hubert","1,153,504","1,148,175","5,329"
74,75,"Brooksby, Jenson","1,153,180","1,123,768","29,412"
75,76,"Monfils, Gael","1,132,623","1,127,483","5,140"
76,77,"Fearnley, Jacob","1,125,036","1,083,543","41,493"
77,78,"Berrettini, Matteo","1,109,889","1,066,553","43,336"
78,79,"Dzumhur, Damir","1,105,311","1,050,929","54,382"
79,80,"Vukic, Aleksandar","1,101,895","1,066,368","35,527"
80,81,"Comesana, Francisco","1,080,132","1,034,833","45,299"
81,82,"Hijikata, Rinky","1,071,090","759,167","311,923"
82,83,"Majchrzak, Kamil","1,035,022","1,028,358","6,664"
83,84,"Bellucci, Mattia","1,027,936","960,121","67,815"
84,85,"Navone, Mariano","1,024,278","980,327","43,951"
85,86,"Shevchenko, Alexander","1,019,367","999,897","19,470"
86,87,"Bautista Agut, Roberto","1,019,026","1,019,026",0
87,88,"Tabilo, Alejandro","1,000,548","945,627","54,921"
88,89,"Walton, Adam","990,688","922,589","68,099"
89,90,"Bu, Yunchaokete","963,391","891,149","72,242"
90,91,"Quinn, Ethan","942,022","899,486","42,536"
91,92T,"Krawietz, Kevin","932,566",0,"932,566"
92,92T,"Puetz, Tim","932,566",0,"932,566"
93,94,"van de Zandschulp, Botic","928,607","877,775","50,832"
94,95,"Kovacevic, Aleksandar","916,583","888,532","28,051"
95,96,"Jarry, Nicolas","913,759","895,466","18,293"
96,97,"Vavassori, Andrea","908,538","66,850","841,688"
97,98,"Goffin, David","901,165","860,325","40,840"
98,99,"Cilic, Marin","875,928","875,928",0
99,100,"Medjedovic, Hamad","860,346","845,346","15,000"
100,101,"Fucsovics, Marton","841,447","841,447",0
101,102,"Carreno Busta, Pablo","838,542","823,119","15,423"
102,103,"O'Connell, Christopher","837,419","824,301","13,118"
103,104,"Bolelli, Simone","836,860",0,"836,860"
104,105,"Cazaux, Arthur","829,085","798,644","30,441"
105,106,"Gaston, Hugo","822,955","818,904","4,051"
106,107,"Nardi, Luca","805,795","805,795",0
107,108,"de Jong, Jesper","805,620","782,720","22,900"
108,109,"Royer, Valentin","803,022","792,575","10,447"
109,110,"Atmane, Terence","782,407","781,868",539
110,111,"Nishioka, Yoshihito","778,758","778,758",0
111,112,"McDonald, Mackenzie","771,936","710,040","61,896"
112,113,"Carballes Baena, Roberto","767,240","736,646","30,594"
113,114,"Safiullin, Roman","764,056","741,826","22,230"
114,115,"Duckworth, James","762,621","718,720","43,901"
115,116,"Harrison, Christian","739,383",0,"739,383"
116,117,"Ofner, Sebastian","736,874","732,506","4,368"
117,118,"Schoolkate, Tristan","731,169","690,910","40,259"
118,119,"King, Evan","727,545",0,"727,545"
119,120,"Kopriva, Vit","687,983","674,433","13,550"
120,121,"Mektic, Nikola","669,915",0,"669,915"
121,122,"Djere, Laslo","641,575","630,259","11,316"
122,123,"Collignon, Raphael","619,361","597,961","21,400"
123,124,"Harris, Billy","614,085","594,003","20,082"
124,125,"Lajovic, Dusan","588,660","585,625","3,035"
125,126,"Wong, Coleman","585,687","571,700","13,987"
126,127,"Boyer, Tristan","581,817","560,537","21,280"
127,128,"Basilashvili, Nikoloz","578,777","578,777",0
128,129,"Hanfmann, Yannick","575,764","573,434","2,330"
129,130,"Mochizuki, Shintaro","573,843","568,549","5,294"
130,131,"Faria, Jaime","569,061","565,569","3,492"
131,132,"Nava, Emilio","568,649","552,129","16,520"
132,133,"Basavareddy, Nishesh","558,813","558,523",290
133,134,"Tseng, Chun-Hsin","558,310","558,310",0
134,135,"Dellien, Hugo","553,171","552,666",505
135,136,"Garin, Cristian","546,416","545,939",477
136,137,"Nys, Hugo","544,159",0,"544,159"
137,138,"Cerundolo, Juan Manuel","542,996","541,116","1,880"
138,139,"Blanchet, Ugo","541,252","524,926","16,326"
139,140,"Passaro, Francesco","539,714","535,635","4,079"
140,141,"Doumbia, Sadio","539,064",0,"539,064"
141,142,"Herbert, Pierre-Hugues","537,023","377,130","159,893"
142,143,"Bhambri, Yuki","533,042",0,"533,042"
143,144,"Spizzirri, Eliot","527,998","513,824","14,174"
144,145,"Riedi, Leandro","524,667","524,069",598
145,146,"Misolic, Filip","517,200","514,836","2,364"
