,Rank,diff,pct,women,men
0,1,-1060148,118.85176419877584,"SWIATEK, IGA","Sinner, Jannik"
1,2,1030676,78.3796959493972,"SABALENKA, ARYNA","Zverev, Alexander"
2,3,1698967,62.68038256975269,"PAOLINI, JASMINE","Alcaraz, Carlos"
3,4,529731,83.26170656142519,"GAUFF, COCO","Ruud, Casper"
4,5,582465,79.90620030151135,"RYBAKINA, ELENA","Medvedev, Daniil"
5,6,777764,71.99504399516498,"COLLINS, DANIELLE","Tsitsipas, Stefanos"
6,7,595350,75.36334259044304,"ZHENG, QINWEN","de Minaur, Alex"
7,8,650476,70.92120809515487,"SAKKARI, MARIA","Rublev, Andrey"
8,9,791920,61.891361121123126,"OSTAPENKO, JELENA","Hurkacz, Hubert"
9,10,764177,62.07656179592388,"ANDREEVA, MIRRA","Fritz, Taylor"
10,11,615859,66.76518871009695,"MERTENS, ELISE","Dimitrov, Grigor"
11,12,623696,66.31610783019148,"KALINSKAYA, ANNA","Djokovic, Novak"
12,13,566529,68.11036120977411,"KOSTYUK, MARTA","Paul, Tommy"
13,14,317611,78.19092578922974,"YASTREMSKA, DAYANA","Humbert, Ugo"
14,15,218578,83.78892329371628,"SINIAKOVA, KATERINA","Auger-Aliassime, Felix"
15,16,210593,84.15907942086197,"AZARENKA, VICTORIA","Jarry, Nicolas"
16,17,158643,87.5729869543897,"VONDROUSOVA, MARKETA","Khachanov, Karen"
17,18,160370,87.12186488437624,"GARCIA, CAROLINE","Baez, Sebastian"
18,19,169065,86.40531484523699,"NAVARRO, EMMA","Korda, Sebastian"
19,20,195654,83.71093389013909,"KASATKINA, DARIA","Rune, Holger"
20,21,233999,80.26740312855758,"NOSKOVA, LINDA","Bublik, Alexander"
21,22,177113,84.17937538577249,"PEGULA, JESSICA","Thompson, Jordan"
22,23,185459,83.39392235412521,"ALEXANDROVA, EKATERINA","Zhang, Zhizhen"
23,24,194388,82.5499945689789,"HADDAD MAIA, BEATRIZ","Musetti, Lorenzo"
24,25,215245,80.49818884896324,"JABEUR, ONS","Griekspoor, Tallon"
25,26,206557,81.1240561205607,"KEYS, MADISON","Tabilo, Alejandro"
26,27,211471,80.41666821008805,"POTAPOVA, ANASTASIA","Cerundolo, Francisco"
27,28,205060,80.33154194917815,"PAVLYUCHENKOVA, ANASTASIA","Shelton, Ben"
28,29,190440,80.76272307877242,"FERNANDEZ, LEYLAH","Struff, Jan-Lennard"
29,30,218034,77.8103672523952,"PUTINTSEVA, YULIA","Norrie, Cameron"
30,31,182892,80.61923664639845,"SVITOLINA, ELINA","Lehecka, Jiri"
31,32,170185,81.63711657898031,"BOULTER, KATIE","Machac, Tomas"
32,33,150649,83.37856952140113,"KREJCIKOVA, BARBORA","Etcheverry, Tomas Martin"
33,34,95895,88.67688594585404,"VEKIC, DONNA","Arnaldi, Matteo"
34,35,100552,88.05680831528923,"KENIN, SOFIA","Marozsan, Fabian"
35,36,89395,89.10924742396148,"BUCSA, CRISTINA","Davidovich Fokina, Alejandro"
36,37,80814,90.03654278612854,"ERRANI, SARA","Mannarino, Adrian"
37,38,91289,88.14659481919107,"CIRSTEA, SORANA","Vavassori, Andrea"
38,39,92739,87.82168037409932,"SIEGEMUND, LAURA","Draper, Jack"
39,40,95970,87.28348668588873,"HSIEH, SU-WEI","Kecmanovic, Miomir"
40,41,63731,91.16694802260827,"DOLEHIDE, CAROLINE","Ofner, Sebastian"
41,42,52228,92.6364037542667,"SORRIBES TORMO, SARA","Koepfer, Dominik"
42,43,51577,92.67315958894574,"WANG, XINYU","Borges, Nuno"
43,44,48725,93.02945724900681,"SAMSONOVA, LIUDMILA","Fils, Arthur"
44,45,75621,89.14017207185601,"STEPHENS, SLOANE","Monfils, Gael"
45,46,52559,92.17082115586857,"KALININA, ANHELINA","Sonego, Lorenzo"
46,47,54534,91.6289179485369,"AVANESYAN, ELINA","Cobolli, Flavio"
47,48,50198,92.21080692738227,"HUNTER, STORM","Tiafoe, Frances"
48,49,53148,91.71440998610962,"SHNAIDER, DIANA","Arevalo, Marcelo"
49,50,61077,90.47830621512789,"KUDERMETOVA, VERONIKA","Pavic, Mate"
50,51,62006,90.28760018859029,"COCCIARETTO, ELISABETTA","Granollers, Marcel"
51,52,65709,89.70757540870366,"KERBER, ANGELIQUE","Zeballos, Horacio"
52,53,78300,87.73425151520374,"GRACHEVA, VARVARA","Ebden, Matthew"
53,54,82879,86.78532592231183,"RUS, ARANTXA","Bopanna, Rohan"
54,55,73051,88.15566534091921,"YUAN, YUE","Purcell, Max"
55,56,74273,87.8210835797058,"BLINKOVA, ANNA","Lajovic, Dusan"
56,57,66186,88.99314170918451,"FRECH, MAGDALENA","Navone, Mariano"
57,58,65866,88.95829142359015,"BADOSA, PAULA","Bolelli, Simone"
58,59,80823,86.4024078385981,"PARRY, DIANE","Carballes Baena, Roberto"
59,60,79374,86.45113385168179,"OSAKA, NAOMI","Hanfmann, Yannick"
60,61,79832,86.26402082627166,"PLISKOVA, KAROLINA","Shevchenko, Alexander"
61,62,76643,86.64772380824624,"TAUSON, CLARA","Kotov, Pavel"
62,63,83441,85.40394074882624,"BOUZKOVA, MARIE","Seyboth Wild, Thiago"
63,64,80722,85.69661702896754,"LINETTE, MAGDA","Giron, Marcos"
64,65,82362,85.33792624636172,"TOMOVA, VIKTORIYA","Munar, Jaume"
65,66,69981,87.25360911869383,"KRUEGER, ASHLYN","Darderi, Luciano"
66,67,70362,87.14029582327365,"STEARNS, PEYTON","Popyrin, Alexei"
67,68,81180,85.14248064569264,"MARIA, TATJANA","Shapovalov, Denis"
68,69,80494,85.23276186282874,"BUREL, CLARA","Michelsen, Alex"
69,70,106576,80.24837790804347,"WANG, XIYU","Eubanks, Christopher"
70,71,98684,81.31706689082249,"PERA, BERNARDA","Ruusuvuori, Emil"
71,72,102240,80.5044734453538,"TSURENKO, LESIA","Muller, Alexandre"
72,73,99432,80.91900864509071,"WANG, YAFAN","Coric, Borna"
73,74,93829,81.63729803356713,"BRONZETTI, LUCIA","Altmaier, Daniel"
74,75,94190,81.54837698591494,"BOGDAN, ANA","van de Zandschulp, Botic"
75,76,93079,81.40770066635771,"MINNEN, GREET","Safiullin, Roman"
76,77,95697,80.875020234743,"WOZNIACKI, CAROLINE","Kokkinakis, Thanasi"
77,78,85467,82.49928843913237,"PARKS, ALYCIA","Hijikata, Rinky"
78,79,83498,82.75504556081522,"ANISIMOVA, AMANDA","Mensik, Jakub"
79,80,75806,83.99883483587439,"PODOROSKA, NADIA","Vukic, Aleksandar"
80,81,73631,84.30581399562197,"ZHU, LIN","Koolhof, Wesley"
81,82,70922,84.74995753245274,"TOWNSEND, TAYLOR","Nakashima, Brandon"
82,83,67229,85.37657563596419,"TIMOFEEVA, MARIA","Mektic, Nikola"
83,84,61267,86.45796724732052,"SAVILLE, DARIA","Van Assche, Luca"
84,85,66587,85.14790312579461,"DANILOVIC, OLGA","O'Connell, Christopher"
85,86,68214,84.77573366126488,"DODIN, OCEANE","Cazaux, Arthur"
86,87,73456,83.4293951377312,"TOMLJANOVIC, AJLA","Bautista Agut, Roberto"
87,88,73150,83.478820593317,"ROUTLIFFE, ERIN","Moutet, Corentin"
88,89,77034,82.50984238560355,"KORPATSCH, TAMARA","Fucsovics, Marton"
89,90,72965,83.1513732444777,"TREVISAN, MARTINA","Daniel, Taro"
90,91,71892,83.3412118010177,"SHERIF, MAYAR","Murray, Andy"
91,92,75860,82.30600396983671,"CRISTIAN, JAQUELINE","Martinez, Pedro"
92,93,72510,82.93802061273472,"VOLYNETS, KATIE","Cachin, Pedro"
93,94,75236,82.18532602776054,"MARTIC, PETRA","Rinderknech, Arthur"
94,95,75558,81.71482503267025,"KICHENOK, LYUDMYLA","Gasquet, Richard"
95,96,72002,82.10250011185627,"MATTEK-SANDS, BETHANIE","Evans, Daniel"
96,97,72370,81.7786752339037,"OSORIO, CAMILA","Kovacevic, Aleksandar"
97,98,76643,80.68677206545678,"SCHMIEDLOVA, ANNA KAROLINA","Nagal, Sumit"
98,99,74386,80.88122280394681,"KRUNIC, ALEKSANDRA","Bergs, Zizou"
99,100,74598,80.82614294416557,"GOLUBIC, VIKTORIJA","Shang, Juncheng"
100,101,80865,79.17900417630065,"HIBINO, NAO","Galan, Daniel Elahi"
101,102,80089,79.24703821557023,"BAPTISTE, HAILEY","Diaz Acosta, Facundo"
102,103,67519,81.78760341055914,"KRAWCZYK, DESIRAE","Nishioka, Yoshihito"
103,104,60647,83.32723938759969,"MASAROVA, REBEKA","Goffin, David"
104,105,56169,84.23985476951394,"PEREZ, ELLEN","Coria, Federico"
105,106,60491,82.76712789263321,"RADUCANU, EMMA","Mpetshi Perricard, Giovanni"
106,107,65508,81.3069284328273,"RAKHIMOVA, KAMILLA","de Jong, Jesper"
107,108,67837,79.62363330529857,"DABROWSKI, GABRIELA","Zeppieri, Giulio"
108,109,68596,79.35683461031496,"BEGU, IRINA-CAMELIA","Gaston, Hugo"
109,110,70174,78.6800426557131,"MELICHAR-MARTINEZ, NICOLE","Monteiro, Thiago"
110,111,70428,78.59936249023832,"SCHUURS, DEMI","Gille, Sander"
111,112,72751,77.89348299720747,"SASNOVICH, ALIAKSANDRA","Vliegen, Joran"
112,113,72547,77.82183363394577,"DAY, KAYLA","Nardi, Luca"
113,114,86166,73.65485865238209,"DART, HARRIET","Marterer, Maximilian"
114,115,94742,70.85094730883068,"PAQUET, CHLOE","Barrere, Gregoire"
115,116,91763,71.2511121972004,"FRUHVIRTOVA, BRENDA","Walton, Adam"
116,117,87657,72.1776804418206,"SRAMKOVA, REBECCA","Krawietz, Kevin"
117,118,88220,71.99898432044691,"FRUHVIRTOVA, LINDA","Puetz, Tim"
118,119,87951,71.96173194509089,"UCHIJIMA, MOYUKA","Atmane, Terence"
119,120,85818,72.41385961021052,"ANDREEVA, ERIKA","Djere, Laslo"
120,121,89619,71.05310757821432,"ZAKHAROVA, ANASTASIA","Dodig, Ivan"
121,122,90852,70.65010919146627,"BEKTAS, EMINA","Krajicek, Austin"
122,123,88815,71.07879372046905,"CARLE, MARIA LOURDES","Wawrinka, Stan"
123,124,85673,71.7301207045609,"NIEMEIER, JULE","Nys, Hugo"
124,125,85951,71.49305659200887,"KESSLER, MCCARTNEY","Venus, Michael"
125,126,83316,72.02114298379352,"ZIDANSEK, TAMARA","Lestienne, Constant"
126,127,79178,72.92615540327986,"ZARAZUA, RENATA","Zielinski, Jan"
127,128,79250,72.86302763006057,"KAWA, KATARZYNA","Mayot, Harold"
128,129,70168,74.97191081371251,"STEFANI, LUISA","Klein, Lukas"
129,130,70382,74.88106497260836,"BAI, ZHUOXUAN","Grenier, Hugo"
130,131,60329,77.56110080004761,"MUHAMMAD, ASIA","McDonald, Mackenzie"
131,132,63824,76.17920831249488,"CORNET, ALIZÉ","Berrettini, Matteo"
132,133,62248,76.51479709641882,"HONTAMA, MAI","Kovalik, Jozef"
133,134,62261,76.34523397933945,"BEJLEK, SARA","Kwon, Soonwoo"
134,135,61557,76.36477427182602,"STARODUBTSEVA, YULIIA","Mochizuki, Shintaro"
135,136,61658,76.26557549955155,"FERRO, FIONA","Fognini, Fabio"
136,137,62082,76.02363573166492,"GADECKI, OLIVIA","Skupski, Neal"
137,138,64020,75.19739034085185,"RIERA, JULIA","Molteni, Andres"
138,139,64795,74.88254357129567,"BOUZAS MANEIRO, JESSICA","Medjedovic, Hamad"
