,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","9,507,272","9,507,272",0
1,2,"Sinner, Jannik","8,443,408","8,437,163","6,245"
2,3,"Zverev, Alexander","3,551,188","3,527,552","23,636"
3,4,"Djokovic, Novak","3,413,063","3,400,133","12,930"
4,5,"Draper, Jack","3,292,994","3,267,704","25,290"
5,6,"Fritz, Taylor","3,168,802","3,149,610","19,192"
6,7,"Musetti, Lorenzo","2,576,252","2,537,173","39,079"
7,8,"Ruud, Casper","2,543,585","2,543,585",0
8,9,"de Minaur, Alex","2,431,402","2,405,198","26,204"
9,10,"Shelton, Ben","2,427,972","2,345,368","82,604"
10,11,"Rune, Holger","2,240,514","2,234,269","6,245"
11,12,"Mensik, Jakub","2,236,978","2,189,777","47,201"
12,13,"Cobolli, Flavio","2,046,939","1,979,852","67,087"
13,14,"Rublev, Andrey","2,040,356","2,000,110","40,246"
14,15,"Paul, Tommy","1,985,471","1,968,071","17,400"
15,16,"Tsitsipas, Stefanos","1,794,520","1,770,177","24,343"
16,17,"Khachanov, Karen","1,765,513","1,713,523","51,990"
17,18,"Cerundolo, Francisco","1,688,179","1,633,397","54,782"
18,19,"Bublik, Alexander","1,674,535","1,645,011","29,524"
19,20,"Medvedev, Daniil","1,652,930","1,646,685","6,245"
20,21,"Machac, Tomas","1,651,315","1,560,327","90,988"
21,22,"Auger-Aliassime, Felix","1,649,040","1,624,911","24,129"
22,23,"Davidovich Fokina, Alejandro","1,637,378","1,624,734","12,644"
23,24,"Lehecka, Jiri","1,531,588","1,470,641","60,947"
24,25,"Shapovalov, Denis","1,370,624","1,346,495","24,129"
25,26,"Griekspoor, Tallon","1,368,957","1,301,381","67,576"
26,27,"Norrie, Cameron","1,350,882","1,324,903","25,979"
27,28,"Fils, Arthur","1,344,745","1,332,085","12,660"
28,29,"Dimitrov, Grigor","1,342,888","1,333,363","9,525"
29,30,"Tiafoe, Frances","1,331,323","1,313,719","17,604"
30,31,"Nakashima, Brandon","1,237,116","1,206,961","30,155"
31,32,"Sonego, Lorenzo","1,208,905","1,146,150","62,755"
32,33,"Borges, Nuno","1,193,761","1,057,006","136,755"
33,34,"Humbert, Ugo","1,168,352","1,156,634","11,718"
34,35,"Hurkacz, Hubert","1,153,504","1,148,175","5,329"
35,36,"Popyrin, Alexei","1,152,295","1,025,161","127,134"
36,37,"Baez, Sebastian","1,149,227","1,084,288","64,939"
37,38T,"Arevalo, Marcelo","1,132,733",0,"1,132,733"
38,38T,"Pavic, Mate","1,132,733",0,"1,132,733"
39,40,"Munar, Jaume","1,116,018","991,399","124,619"
40,41,"Muller, Alexandre","1,070,037","1,005,535","64,502"
41,42,"Cash, Julian","1,047,533",0,"1,047,533"
42,43,"Glasspool, Lloyd","1,036,697",0,"1,036,697"
43,44,"Martinez, Pedro","1,015,928","858,905","157,023"
44,45,"Thompson, Jordan","1,011,939","777,914","234,025"
45,46,"Marozsan, Fabian","1,001,355","967,899","33,456"
46,47,"Korda, Sebastian","1,000,250","811,103","189,147"
47,48,"Etcheverry, Tomas Martin","996,896","936,791","60,105"
48,49,"Michelsen, Alex","994,285","926,261","68,024"
49,50,"Kecmanovic, Miomir","994,095","953,875","40,220"
50,51,"Monfils, Gael","971,613","971,613",0
51,52,"Darderi, Luciano","968,281","898,193","70,088"
52,53,"Diallo, Gabriel","947,987","917,003","30,984"
53,54,"Altmaier, Daniel","947,590","947,590",0
54,55,"Giron, Marcos","941,215","898,780","42,435"
55,56,"Berrettini, Matteo","920,036","876,700","43,336"
56,57,"Fonseca, Joao","915,337","909,092","6,245"
57,58,"Arnaldi, Matteo","882,642","847,136","35,506"
58,59,"Hijikata, Rinky","870,915","586,107","284,808"
59,60,"Halys, Quentin","865,602","830,767","34,835"
60,61,"Moutet, Corentin","860,516","860,516",0
61,62,"Fearnley, Jacob","834,156","792,663","41,493"
62,63,"Opelka, Reilly","826,774","820,529","6,245"
63,64,"Bautista Agut, Roberto","824,554","824,554",0
64,65,"Tien, Learner","814,877","768,410","46,467"
65,66,"Bergs, Zizou","807,399","778,731","28,668"
66,67,"Navone, Mariano","798,857","754,906","43,951"
67,68,"Zeballos, Horacio","789,349",0,"789,349"
68,69,"Mpetshi Perricard, Giovanni","784,597","711,748","72,849"
69,70,"Rinderknech, Arthur","783,782","735,120","48,662"
70,71,"Granollers, Marcel","776,034",0,"776,034"
71,72,"Jarry, Nicolas","763,670","748,247","15,423"
72,73,"Ugo Carabelli, Camilo","737,454","703,605","33,849"
73,74T,"Heliovaara, Harri","727,536",0,"727,536"
74,74T,"Patten, Henry","727,536",0,"727,536"
75,76,"Dzumhur, Damir","722,528","689,344","33,184"
76,77,"Struff, Jan-Lennard","720,709","679,837","40,872"
77,78,"Shevchenko, Alexander","718,836","704,698","14,138"
78,79,"Bellucci, Mattia","706,513","653,698","52,815"
79,80,"Vukic, Aleksandar","704,509","668,982","35,527"
80,81,"Brooksby, Jenson","693,042","669,933","23,109"
81,82,"Bonzi, Benjamin","661,746","630,200","31,546"
82,83,"Comesana, Francisco","661,299","620,129","41,170"
83,84,"Majchrzak, Kamil","633,816","629,870","3,946"
84,85,"Cilic, Marin","624,962","624,962",0
85,86,"Bu, Yunchaokete","621,396","585,999","35,397"
86,87,"Quinn, Ethan","594,993","586,718","8,275"
87,88,"Djere, Laslo","580,340","569,024","11,316"
88,89,"Carreno Busta, Pablo","579,348","563,925","15,423"
89,90,"Walton, Adam","576,604","535,250","41,354"
90,91,"Medjedovic, Hamad","569,139","569,139",0
91,92,"van de Zandschulp, Botic","566,406","519,350","47,056"
92,93,"Tabilo, Alejandro","562,684","510,174","52,510"
93,94,"O'Connell, Christopher","560,389","547,271","13,118"
94,95,"Vavassori, Andrea","555,272","61,945","493,327"
95,96,"Gaston, Hugo","549,966","545,915","4,051"
96,97,"Carballes Baena, Roberto","547,415","516,821","30,594"
97,98,"Kovacevic, Aleksandar","539,894","526,843","13,051"
98,99T,"Salisbury, Joe","537,659",0,"537,659"
99,99T,"Skupski, Neal","537,659",0,"537,659"
100,101,"Safiullin, Roman","535,276","513,046","22,230"
101,102,"Fucsovics, Marton","531,776","531,776",0
102,103,"Harrison, Christian","530,532",0,"530,532"
103,104,"Nardi, Luca","529,369","529,369",0
104,105,"Ofner, Sebastian","527,635","523,267","4,368"
105,106,"Goffin, David","523,940","500,336","23,604"
106,107,"King, Evan","519,882",0,"519,882"
107,108,"Lajovic, Dusan","507,887","504,852","3,035"
108,109,"Bolelli, Simone","488,499",0,"488,499"
109,110,"de Jong, Jesper","487,788","469,597","18,191"
110,111,"Nishioka, Yoshihito","476,498","476,498",0
111,112,"Duckworth, James","472,796","437,865","34,931"
112,113,"Mannarino, Adrian","460,565","450,043","10,522"
113,114T,"Krawietz, Kevin","440,889",0,"440,889"
114,114T,"Puetz, Tim","440,889",0,"440,889"
115,116,"Cazaux, Arthur","438,959","408,518","30,441"
116,117,"Kopriva, Vit","437,857","424,307","13,550"
117,118,"McDonald, Mackenzie","432,792","402,921","29,871"
118,119,"Harris, Billy","422,688","402,606","20,082"
119,120,"Basilashvili, Nikoloz","418,827","418,827",0
120,121,"Garin, Cristian","417,970","417,493",477
121,122,"Faria, Jaime","414,513","411,021","3,492"
122,123,"Schoolkate, Tristan","411,224","389,095","22,129"
123,124,"Gigante, Matteo","394,856","394,856",0
124,125,"Misolic, Filip","385,512","384,221","1,291"
125,126,"Doumbia, Sadio","383,844",0,"383,844"
126,127,"Royer, Valentin","381,657","371,210","10,447"
127,128,"Reboul, Fabien","378,732",0,"378,732"
128,129,"Tseng, Chun-Hsin","372,254","372,254",0
129,130,"Dellien, Hugo","368,946","368,441",505
130,131,"Passaro, Francesco","360,450","357,171","3,279"
131,132,"Herbert, Pierre-Hugues","359,244","289,120","70,124"
132,133,"Hanfmann, Yannick","357,971","355,641","2,330"
133,134,"Cerundolo, Juan Manuel","350,008","349,143",865
134,135,"Evans, Daniel","342,623","331,307","11,316"
135,136,"Basavareddy, Nishesh","338,078","338,078",0
136,137,"Zhang, Zhizhen","335,959","305,439","30,520"
137,138,"Holt, Brandon","328,975","326,772","2,203"
138,139,"Bhambri, Yuki","328,494",0,"328,494"
139,140,"Wawrinka, Stan","325,416","323,717","1,699"
140,141,"Nishikori, Kei","323,778","323,778",0
141,142,"Nys, Hugo","321,415",0,"321,415"
142,143,"Coric, Borna","318,355","318,355",0
143,144,"Moller, Elmer","314,575","313,820",755
144,145,"Monteiro, Thiago","312,577","312,577",0
145,146,"Seyboth Wild, Thiago","309,922","309,922",0
146,147,"Rocha, Henrique","303,514","300,866","2,648"
147,148,"Goransson, Andre","301,767",0,"301,767"
148,149,"Holmgren, August","300,551","297,254","3,297"
149,150,"Mektic, Nikola","297,424",0,"297,424"
150,151,"Venus, Michael","295,558",0,"295,558"
151,152,"Mochizuki, Shintaro","293,747","288,453","5,294"
152,153,"Boyer, Tristan","292,886","286,606","6,280"
153,154,"McCabe, James","291,305","291,305",0
154,155,"Pel, David","289,993",0,"289,993"
155,156,"Roger-Vasselin, Edouard","288,207",0,"288,207"
156,157,"Eubanks, Christopher","285,509","284,331","1,178"
157,158,"Nava, Emilio","284,254","282,734","1,520"
158,159,"Virtanen, Otto","283,466","281,713","1,753"
159,160,"Habib, Hady","283,311","281,221","2,090"
160,161,"Verbeek, Sem","278,312",0,"278,312"
161,162,"Galan, Daniel Elahi","277,169","275,434","1,735"
162,163,"Guinard, Manuel","276,853","23,041","253,812"
163,164,"Zeppieri, Giulio","272,007","272,007",0
164,165,"Arends, Sander","271,488",0,"271,488"
165,166,"Atmane, Terence","270,210","269,671",539
166,167,"Tirante, Thiago Agustin","270,201","268,351","1,850"
167,168,"Johnson, Luke","269,470",0,"269,470"
168,169,"Molteni, Andres","266,365",0,"266,365"
169,170,"Tu, Li","266,087","239,097","26,990"
170,171,"Gomez, Federico Agustin","263,555","248,346","15,209"
171,172,"Harris, Lloyd","260,950","260,950",0
172,173,"Matos, Rafael","256,749",0,"256,749"
173,174,"Zielinski, Jan","255,792",0,"255,792"
174,175,"Krueger, Mitchell","253,394","243,455","9,939"
175,176,"Landaluce, Martin","252,338","251,740",598
176,177,"Melo, Marcelo","249,505",0,"249,505"
177,178,"Watanuki, Yosuke","247,522","245,329","2,193"
178,179,"Fognini, Fabio","246,729","244,511","2,218"
179,180,"Klein, Lukas","244,541","244,047",494
180,181,"Gille, Sander","244,346",0,"244,346"
181,182,"Gasquet, Richard","242,046","240,347","1,699"
182,183,"Barrios Vera, Tomas","241,516","237,109","4,407"
183,184,"Collignon, Raphael","241,348","237,184","4,164"
184,185,"Spizzirri, Eliot","240,460","227,216","13,244"
185,186,"Arneodo, Romain","239,236",0,"239,236"
186,187,"Wong, Coleman","231,968","217,981","13,987"
187,188,"Svrcina, Dalibor","230,069","224,059","6,010"
188,189,"Gaubas, Vilius","226,334","226,060",274
189,190,"Romboli, Fernando","224,623",0,"224,623"
190,191,"Galloway, Robert","224,461",0,"224,461"
191,192,"Peers, John","223,815",0,"223,815"
192,193,"Hassan, Benjamin","220,376","214,595","5,781"
