,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","6,871,604","6,853,344","18,260"
1,2,"Zverev, Alexander","6,482,196","6,344,797","137,399"
2,3,"Alcaraz, Carlos","4,365,354","4,365,354",0
3,4,"Cobolli, Flavio","3,174,148","3,144,274","29,874"
4,5,"Medvedev, Daniil","2,412,826","2,403,071","9,755"
5,6,"de Minaur, Alex","2,248,836","2,220,821","28,015"
6,7,"Auger-Aliassime, Felix","2,042,474","2,024,624","17,850"
7,8,"Mensik, Jakub","2,038,953","2,023,377","15,576"
8,9,"Shelton, Ben","2,031,749","1,995,052","36,697"
9,10,"Ruud, Casper","1,986,308","1,977,803","8,505"
10,11,"Fils, Arthur","1,890,662","1,890,662",0
11,12,"Djokovic, Novak","1,813,611","1,795,761","17,850"
12,13,"Rublev, Andrey","1,675,293","1,617,478","57,815"
13,14,"Jodar, Rafael","1,574,649","1,554,184","20,465"
14,15,"Darderi, Luciano","1,435,311","1,343,290","92,021"
15,16,"Paul, Tommy","1,429,382","1,407,597","21,785"
16,17,"Lehecka, Jiri","1,424,633","1,391,207","33,426"
17,18,"Etcheverry, Tomas Martin","1,402,926","1,329,716","73,210"
18,19,"Cerundolo, Francisco","1,366,283","1,307,693","58,590"
19,20,"Tien, Learner","1,336,135","1,294,211","41,924"
20,21,"Tiafoe, Frances","1,320,429","1,310,674","9,755"
21,22,"Fonseca, Joao","1,276,944","1,201,099","75,845"
22,23,"Hurkacz, Hubert","1,275,861","1,268,899","6,962"
23,24,"Bublik, Alexander","1,240,858","1,174,328","66,530"
24,25,"Fritz, Taylor","1,226,330","1,224,395","1,935"
25,26,"Vacherot, Valentin","1,196,791","1,013,669","183,122"
26,27,"Arnaldi, Matteo","1,172,200","1,172,200",0
27,28,"Tabilo, Alejandro","1,140,401","1,073,193","67,208"
28,29,"Khachanov, Karen","1,134,471","1,070,418","64,053"
29,30,"Tsitsipas, Stefanos","1,050,396","992,003","58,393"
30,31,"Bergs, Zizou","996,644","962,420","34,224"
31,32,"Griekspoor, Tallon","995,994","931,603","64,391"
32,33,"Musetti, Lorenzo","979,726","961,211","18,515"
33,34,"Rinderknech, Arthur","977,476","817,167","160,309"
34,35,"Norrie, Cameron","948,302","939,797","8,505"
35,36,"Baez, Sebastian","940,130","923,602","16,528"
36,37,"Humbert, Ugo","933,745","925,698","8,047"
37,38,"Buse, Ignacio","919,919","905,143","14,776"
38,39,"Berrettini, Matteo","917,886","902,310","15,576"
39,40,"Blockx, Alexander","902,043","901,463",580
40,41,"Machac, Tomas","885,663","831,758","53,905"
41,42,"Vavassori, Andrea","869,279","23,391","845,888"
42,43,"Nakashima, Brandon","861,247","829,475","31,772"
43,44T,"Heliovaara, Harri","846,875",0,"846,875"
44,44T,"Patten, Henry","846,875",0,"846,875"
45,46,"Davidovich Fokina, Alejandro","840,479","834,404","6,075"
46,47,"Michelsen, Alex","829,854","785,479","44,375"
47,48,"Borges, Nuno","799,830","772,641","27,189"
48,49,"Halys, Quentin","797,609","684,758","112,851"
49,50,"Kopriva, Vit","793,661","782,028","11,633"
50,51,"Granollers, Marcel","792,815",0,"792,815"
51,52,"Cerundolo, Juan Manuel","786,696","752,463","34,233"
52,53,"Zeballos, Horacio","784,977",0,"784,977"
53,54,"Tirante, Thiago Agustin","737,738","714,023","23,715"
54,55,"Bolelli, Simone","736,733",0,"736,733"
55,56,"Kecmanovic, Miomir","736,092","732,282","3,810"
56,57,"Navone, Mariano","732,740","721,715","11,025"
57,58,"Cilic, Marin","727,802","727,802",0
58,59,"Landaluce, Martin","726,205","726,205",0
59,60,"Marozsan, Fabian","718,201","675,008","43,193"
60,61,"Moutet, Corentin","710,460","678,062","32,398"
61,62,"Quinn, Ethan","703,969","680,279","23,690"
62,63,"Shapovalov, Denis","697,270","696,295",975
63,64,"Medjedovic, Hamad","692,050","692,050",0
64,65,"Ugo Carabelli, Camilo","687,209","652,829","34,380"
65,66,"van de Zandschulp, Botic","676,718","637,784","38,934"
66,67,"Atmane, Terence","674,582","654,356","20,226"
67,68,"Wawrinka, Stan","657,327","657,327",0
68,69,"Carreno Busta, Pablo","657,319","641,213","16,106"
69,70,"Svajda, Zachary","620,130","619,320",810
70,71,"Kovacevic, Aleksandar","617,781","606,036","11,745"
71,72,"de Jong, Jesper","607,094","591,612","15,482"
72,73,"Comesana, Francisco","596,342","579,744","16,598"
73,74,"Collignon, Raphael","578,526","551,052","27,474"
74,75,"Mannarino, Adrian","571,441","545,722","25,719"
75,76,"Altmaier, Daniel","564,638","564,638",0
76,77,"Munar, Jaume","561,656","540,284","21,372"
77,78,"Popyrin, Alexei","552,777","540,057","12,720"
78,79,"Bellucci, Mattia","548,535","517,013","31,522"
79,80,"Hijikata, Rinky","547,587","504,053","43,534"
80,81,"Dzumhur, Damir","543,213","525,270","17,943"
81,82,"Shevchenko, Aleksandr","541,320","524,711","16,609"
82,83T,"Harrison, Christian","539,496",0,"539,496"
83,83T,"Skupski, Neal","539,496",0,"539,496"
84,85,"Nava, Emilio","538,545","530,151","8,394"
85,86,"Hanfmann, Yannick","536,512","536,512",0
86,87,"Royer, Valentin","535,061","521,290","13,771"
87,88,"Zhang, Zhizhen","534,441","508,110","26,331"
88,89,"Faria, Jaime","533,107","527,102","6,005"
89,90,"Guinard, Manuel","525,998",0,"525,998"
90,91,"Prizmic, Dino","523,672","523,672",0
91,92,"Andreozzi, Guido","523,571",0,"523,571"
92,93,"Fucsovics, Marton","523,425","512,400","11,025"
93,94,"Walton, Adam","509,284","491,816","17,468"
94,95,"Korda, Sebastian","490,625","471,020","19,605"
95,96,"Duckworth, James","489,858","463,164","26,694"
96,97,"Diallo, Gabriel","485,859","470,974","14,885"
97,98,"Giron, Marcos","479,010","467,985","11,025"
98,99,"Brooksby, Jenson","477,608","477,608",0
99,100,"Struff, Jan-Lennard","476,004","476,004",0
100,101,"Majchrzak, Kamil","471,655","467,430","4,225"
101,102,"Burruchaga, Roman Andres","471,072","446,300","24,772"
102,103,"Mpetshi Perricard, Giovanni","461,806","449,026","12,780"
103,104,"Wu, Yibing","459,456","459,456",0
104,105,"Sonego, Lorenzo","451,971","423,458","28,513"
105,106,"Muller, Alexandre","445,521","426,234","19,287"
106,107,"Opelka, Reilly","435,858","426,103","9,755"
107,108,"Bautista Agut, Roberto","420,756","420,756",0
108,109,"Herbert, Pierre-Hugues","418,201","211,774","206,427"
109,110,"Trungelliti, Marco","402,985","391,670","11,315"
110,111,"Merida, Daniel","398,871","398,871",0
111,112,"Vallejo, Adolfo Daniel","398,450","395,788","2,662"
112,113,"Pavic, Mate","386,462",0,"386,462"
113,114,"Krawietz, Kevin","385,113",0,"385,113"
