,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","11,620,364","11,602,104","18,260"
1,2,"Zverev, Alexander","9,029,247","8,879,456","149,791"
2,3,"Alcaraz, Carlos","4,365,354","4,365,354",0
3,4,"Cobolli, Flavio","3,867,662","3,813,017","54,645"
4,5,"Djokovic, Novak","3,000,801","2,982,951","17,850"
5,6,"de Minaur, Alex","2,806,796","2,772,371","34,425"
6,7,"Auger-Aliassime, Felix","2,784,974","2,764,861","20,113"
7,8,"Medvedev, Daniil","2,782,205","2,772,450","9,755"
8,9,"Shelton, Ben","2,378,518","2,317,049","61,469"
9,10,"Fritz, Taylor","2,238,759","2,236,824","1,935"
10,11,"Mensik, Jakub","2,234,877","2,212,891","21,986"
11,12,"Tiafoe, Frances","2,150,204","2,140,449","9,755"
12,13,"Ruud, Casper","2,112,965","2,104,460","8,505"
13,14,"Fils, Arthur","2,056,868","2,056,868",0
14,15,"Cerundolo, Francisco","2,037,220","1,972,220","65,000"
15,16,"Paul, Tommy","1,974,167","1,952,382","21,785"
16,17,"Lehecka, Jiri","1,919,040","1,876,797","42,243"
17,18,"Rublev, Andrey","1,910,460","1,852,645","57,815"
18,19,"Jodar, Rafael","1,818,683","1,798,218","20,465"
19,20,"Bublik, Alexander","1,739,000","1,651,782","87,218"
20,21,"Hurkacz, Hubert","1,728,081","1,717,272","10,809"
21,22,"Darderi, Luciano","1,624,104","1,532,083","92,021"
22,23,"Fonseca, Joao","1,586,833","1,468,440","118,393"
23,24,"Etcheverry, Tomas Martin","1,580,284","1,486,385","93,899"
24,25,"Tien, Learner","1,552,463","1,504,129","48,334"
25,26,"Fery, Arthur","1,531,439","1,531,439",0
26,27,"Davidovich Fokina, Alejandro","1,461,953","1,449,469","12,484"
27,28,"Bergs, Zizou","1,426,104","1,373,630","52,474"
28,29,"Khachanov, Karen","1,401,813","1,337,760","64,053"
29,30T,"Heliovaara, Harri","1,397,091",0,"1,397,091"
30,30T,"Patten, Henry","1,397,091",0,"1,397,091"
31,32,"Tabilo, Alejandro","1,331,801","1,250,821","80,980"
32,33,"Tsitsipas, Stefanos","1,330,467","1,272,074","58,393"
33,34,"Arnaldi, Matteo","1,308,363","1,308,363",0
34,35,"Rinderknech, Arthur","1,300,717","1,120,259","180,458"
35,36,"Humbert, Ugo","1,292,870","1,284,823","8,047"
36,37,"Vacherot, Valentin","1,217,921","1,034,799","183,122"
37,38,"Nakashima, Brandon","1,194,143","1,155,961","38,182"
38,39,"Struff, Jan-Lennard","1,178,707","1,137,023","41,684"
39,40,"Buse, Ignacio","1,172,012","1,134,885","37,127"
40,41,"Griekspoor, Tallon","1,165,504","1,075,059","90,445"
41,42,"Berrettini, Matteo","1,161,920","1,146,344","15,576"
42,43,"Norrie, Cameron","1,083,547","1,068,632","14,915"
43,44,"Borges, Nuno","1,075,869","1,034,545","41,324"
44,45,"Baez, Sebastian","1,066,788","1,050,260","16,528"
45,46,"Halys, Quentin","1,036,333","908,386","127,947"
46,47,"Blockx, Alexander","1,015,068","1,014,488",580
47,48,"Quinn, Ethan","982,625","952,526","30,099"
48,49,"Musetti, Lorenzo","979,726","961,211","18,515"
49,50,"Marozsan, Fabian","974,243","931,050","43,193"
50,51,"Kopriva, Vit","970,350","939,591","30,759"
51,52,"Cerundolo, Juan Manuel","959,807","921,266","38,541"
52,53,"Michelsen, Alex","947,087","902,712","44,375"
53,54,"van de Zandschulp, Botic","933,889","868,901","64,988"
54,55,"Altmaier, Daniel","914,393","867,762","46,631"
55,56,"Vavassori, Andrea","910,571","23,391","887,180"
56,57,"Kecmanovic, Miomir","904,834","894,615","10,219"
57,58,"Tirante, Thiago Agustin","901,495","856,245","45,250"
58,59,"Moutet, Corentin","898,251","844,319","53,932"
59,60,"Machac, Tomas","885,663","831,758","53,905"
60,61,"Cilic, Marin","881,820","881,820",0
61,62,"Svajda, Zachary","879,882","879,072",810
62,63,"Kovacevic, Aleksandar","879,559","742,500","137,059"
63,64,"Landaluce, Martin","878,099","878,099",0
64,65,"Navone, Mariano","869,941","847,044","22,897"
