,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","2,771,785","2,771,785",0
1,2,"de Minaur, Alex","1,442,524","1,442,524",0
2,3,"Djokovic, Novak","1,435,985","1,435,985",0
3,4,"Zverev, Alexander","1,144,375","1,144,375",0
4,5,"Shelton, Ben","1,063,770","1,052,025","11,745"
5,6,"Fritz, Taylor","922,187","922,187",0
6,7,"Hurkacz, Hubert","853,988","847,751","6,237"
7,8,"Sinner, Jannik","834,875","834,875",0
8,9,"Auger-Aliassime, Felix","812,838","812,838",0
9,10,"Mensik, Jakub","603,052","603,052",0
10,11,"Bublik, Alexander","597,760","583,067","14,693"
11,12,"Musetti, Lorenzo","581,555","563,040","18,515"
12,13,"Tien, Learner","535,905","535,905",0
13,14,"Bergs, Zizou","504,466","489,773","14,693"
14,15,"Ruud, Casper","502,877","502,877",0
15,16,"Baez, Sebastian","502,150","485,622","16,528"
16,17,"Medvedev, Daniil","457,340","457,340",0
17,18,"Cerundolo, Francisco","456,964","435,592","21,372"
18,19,"Tsitsipas, Stefanos","452,835","452,835",0
19,20,"Darderi, Luciano","419,585","401,667","17,918"
20,21,"Wawrinka, Stan","419,190","419,190",0
21,22,"Paul, Tommy","408,042","406,287","1,755"
22,23,"Cilic, Marin","383,124","383,124",0
23,24,"Machac, Tomas","371,192","345,871","25,321"
24,25,"van de Zandschulp, Botic","357,617","318,683","38,934"
25,26,"Griekspoor, Tallon","353,051","314,117","38,934"
26,27,"Davidovich Fokina, Alejandro","346,864","340,789","6,075"
27,28,"Humbert, Ugo","340,765","338,793","1,972"
28,29,"Munar, Jaume","332,513","311,141","21,372"
29,30T,"Harrison, Christian","317,330",0,"317,330"
30,30T,"Skupski, Neal","317,330",0,"317,330"
31,32,"Shapovalov, Denis","310,927","309,952",975
32,33,"Etcheverry, Tomas Martin","308,462","273,929","34,533"
33,34,"Cobolli, Flavio","292,092","286,017","6,075"
34,35,"Khachanov, Karen","289,924","273,737","16,187"
35,36,"Norrie, Cameron","286,622","286,622",0
36,37,"Spizzirri, Eliot","283,689","283,689",0
37,38,"Rinderknech, Arthur","282,566","267,873","14,693"
38,39,"Marozsan, Fabian","277,627","262,934","14,693"
39,40,"Quinn, Ethan","273,699","271,944","1,755"
40,41,"Tiafoe, Frances","273,224","273,224",0
41,42,"Rublev, Andrey","265,374","255,424","9,950"
42,43,"Vacherot, Valentin","264,247","247,799","16,448"
43,44,"Kubler, Jason","262,150","100,185","161,965"
44,45,"Borges, Nuno","252,344","252,344",0
45,46,"Moutet, Corentin","240,276","218,904","21,372"
46,47,"Mannarino, Adrian","238,163","223,470","14,693"
47,48,"Zhang, Zhizhen","233,633","218,940","14,693"
48,49,"Korda, Sebastian","224,485","222,730","1,755"
49,50,"Halys, Quentin","220,414","220,414",0
50,51,"Kovacevic, Aleksandar","216,673","204,928","11,745"
51,52,"Medjedovic, Hamad","212,895","212,895",0
52,53,"Nakashima, Brandon","209,930","208,175","1,755"
53,54,"Duckworth, James","203,290","187,622","15,668"
54,55,"Ugo Carabelli, Camilo","203,098","169,495","33,603"
55,56,"Kecmanovic, Miomir","202,519","200,614","1,905"
56,57,"Michelsen, Alex","198,865","192,790","6,075"
57,58,"Shevchenko, Alexander","198,016","183,323","14,693"
58,59,"Polmans, Marc","197,889","29,929","167,960"
59,60,"Comesana, Francisco","197,810","181,212","16,598"
60,61,"Hijikata, Rinky","196,345","180,797","15,548"
61,62,"O'Connell, Christopher","196,078","196,078",0
62,63,"Giron, Marcos","195,320","195,320",0
63,64,"Sweeny, Dane","194,245","178,112","16,133"
64,65,"Fucsovics, Marton","192,991","192,991",0
65,66,"Jodar, Rafael","192,072","192,072",0
66,67,"Martinez, Pedro","191,385","166,205","25,180"
67,68,"Dzumhur, Damir","189,995","172,542","17,453"
68,69,"Gea, Arthur","189,215","189,215",0
