,Rank,Name,Total,Singles,Doubles
0,1,"Djokovic, Novak","15,952,044","15,936,097","15,947"
1,2,"Alcaraz, Carlos","10,753,431","10,753,431",0
2,3,"Medvedev, Daniil","9,239,679","9,239,679",0
3,4,"Sinner, Jannik","8,349,392","8,298,379","51,013"
4,5,"Rublev, Andrey","5,488,934","5,120,571","368,363"
5,6,"Zverev, Alexander","4,925,102","4,820,664","104,438"
6,7,"Tsitsipas, Stefanos","4,852,266","4,700,015","152,251"
7,8,"Rune, Holger","4,163,930","4,141,419","22,511"
8,9,"Hurkacz, Hubert","3,903,425","3,805,176","98,249"
9,10,"Fritz, Taylor","3,476,103","3,380,455","95,648"
10,11,"Ruud, Casper","3,147,535","3,121,453","26,082"
11,12,"de Minaur, Alex","2,941,173","2,850,099","91,074"
12,13,"Khachanov, Karen","2,762,770","2,445,635","317,135"
13,14,"Dimitrov, Grigor","2,741,685","2,703,137","38,548"
14,15,"Tiafoe, Frances","2,664,546","2,588,010","76,536"
15,16,"Paul, Tommy","2,598,143","2,533,223","64,920"
16,17,"Shelton, Ben","2,513,275","2,323,394","189,881"
17,18,"Norrie, Cameron","2,181,535","2,089,231","92,304"
18,19,"Cerundolo, Francisco","1,977,387","1,900,945","76,442"
19,20,"Musetti, Lorenzo","1,971,124","1,918,308","52,816"
20,21,"Davidovich Fokina, Alejandro","1,849,884","1,810,831","39,053"
21,22,"Mannarino, Adrian","1,755,187","1,674,315","80,872"
22,23,"Jarry, Nicolas","1,751,789","1,717,463","34,326"
23,24,"Auger-Aliassime, Felix","1,734,514","1,637,948","96,566"
24,25,"Lehecka, Jiri","1,690,526","1,603,119","87,407"
25,26,"Bublik, Alexander","1,653,590","1,570,556","83,034"
26,27,"Griekspoor, Tallon","1,636,208","1,500,660","135,548"
27,28,"Evans, Daniel","1,609,462","1,519,445","90,017"
28,29,"Korda, Sebastian","1,586,464","1,545,830","40,634"
29,30,"Etcheverry, Tomas Martin","1,544,942","1,438,980","105,962"
30,31,"Humbert, Ugo","1,476,464","1,456,294","20,170"
31,32,"Eubanks, Christopher","1,455,211","1,384,763","70,448"
32,33,"McDonald, Mackenzie","1,433,180","1,245,066","188,114"
33,34,"Coric, Borna","1,423,273","1,418,121","5,152"
34,35,"Struff, Jan-Lennard","1,380,869","1,343,119","37,750"
35,36,"Baez, Sebastian","1,346,450","1,252,472","93,978"
36,37,"Sonego, Lorenzo","1,313,408","1,270,396","43,012"
37,38,"Djere, Laslo","1,313,279","1,286,152","27,127"
38,39,"van de Zandschulp, Botic","1,292,756","1,093,151","199,605"
39,40,"Karatsev, Aslan","1,285,793","1,253,157","32,636"
40,41,"Nishioka, Yoshihito","1,269,979","1,224,203","45,776"
41,42,"Salisbury, Joe","1,255,887",0,"1,255,887"
42,43,"Ram, Rajeev","1,254,982",0,"1,254,982"
43,44,"Krajicek, Austin","1,245,247",0,"1,245,247"
44,45,"Wawrinka, Stan","1,227,892","1,185,643","42,249"
45,46,"Safiullin, Roman","1,206,740","1,183,000","23,740"
46,47,"Ebden, Matthew","1,199,856",0,"1,199,856"
47,48,"Bopanna, Rohan","1,181,789",0,"1,181,789"
48,49,"Skupski, Neal","1,143,642",0,"1,143,642"
49,50,"Koolhof, Wesley","1,132,882",0,"1,132,882"
50,51,"Popyrin, Alexei","1,124,800","1,070,148","54,652"
51,52,"Wolf, J.J.","1,119,661","1,085,194","34,467"
52,53,"Dodig, Ivan","1,116,810",0,"1,116,810"
53,54,"Zeballos, Horacio","1,115,933",0,"1,115,933"
54,55,"Granollers, Marcel","1,107,326",0,"1,107,326"
55,56,"Hijikata, Rinky","1,101,452","658,607","442,845"
56,57,"Kubler, Jason","1,095,448","745,575","349,873"
57,58,"Zhang, Zhizhen","1,093,371","1,068,482","24,889"
58,59,"Kecmanovic, Miomir","1,082,154","1,008,471","73,683"
59,60,"Giron, Marcos","1,078,115","1,004,691","73,424"
60,61,"Purcell, Max","1,070,338","817,031","253,307"
61,62,"Roger-Vasselin, Edouard","1,067,622",0,"1,067,622"
62,63,"Gonzalez, Santiago","1,067,367",0,"1,067,367"
63,64,"Fucsovics, Marton","1,047,968","1,025,073","22,895"
64,65,"Berrettini, Matteo","1,028,055","1,023,735","4,320"
65,66,"Ruusuvuori, Emil","1,020,011","980,641","39,370"
66,67,"Schwartzman, Diego","1,018,896","984,538","34,358"
67,68,"Bautista Agut, Roberto","1,012,595","1,003,925","8,670"
68,69,"Altmaier, Daniel","1,009,986","986,877","23,109"
69,70,"Murray, Andy","997,741","989,396","8,345"
70,71,"Zapata Miralles, Bernabe","963,709","897,206","66,503"
71,72,"Hanfmann, Yannick","955,941","943,931","12,010"
