,Rank,diff,pct,women,men
0,1,3734498,76.72922455154428,"SABALENKA, ARYNA","Alcaraz, Carlos"
1,2,2935241,76.23820173818461,"SWIATEK, IGA","Sinner, Jannik"
2,3,-2269622,145.34507253722762,"GAUFF, COCO","Djokovic, Novak"
3,4,-1542549,133.04498173532807,"ANISIMOVA, AMANDA","Zverev, Alexander"
4,5,-197635,104.28768666900106,"PAOLINI, JASMINE","Fritz, Taylor"
5,6,-487559,111.69860739833581,"ANDREEVA, MIRRA","Shelton, Ben"
6,7,-48334,101.16076529721465,"PEGULA, JESSICA","de Minaur, Alex"
7,8,-254133,106.64633881622134,"KEYS, MADISON","Musetti, Lorenzo"
8,9,294304,91.48631870299893,"RYBAKINA, ELENA","Auger-Aliassime, Felix"
9,10,931102,72.98800055932793,"OSAKA, NAOMI","Draper, Jack"
10,11,708639,77.57801462759436,"ALEXANDROVA, EKATERINA","Ruud, Casper"
11,12,612792,79.91995401976443,"BENCIC, BELINDA","Rublev, Andrey"
12,13,618188,79.25346601707479,"MERTENS, ELISE","Rune, Holger"
13,14,514495,81.56300639513674,"KUDERMETOVA, VERONIKA","Khachanov, Karen"
14,15,470853,82.45715937821579,"SVITOLINA, ELINA","Mensik, Jakub"
15,16,509003,80.85162731993958,"OSTAPENKO, JELENA","Medvedev, Daniil"
16,17,510691,80.60476082328107,"NOSKOVA, LINDA","Lehecka, Jiri"
17,18,517064,80.17688312594478,"MUCHOVA, KAROLINA","Cobolli, Flavio"
18,19,443966,82.39940629126694,"TAUSON, CLARA","Bublik, Alexander"
19,20,279297,88.07328284174064,"SHNAIDER, DIANA","Davidovich Fokina, Alejandro"
20,21,245759,89.24903485459934,"SAMSONOVA, LIUDMILA","Machac, Tomas"
21,22,314006,86.2451272980383,"NAVARRO, EMMA","Paul, Tommy"
22,23,144228,93.16990701606086,"SINIAKOVA, KATERINA","Cerundolo, Francisco"
23,24,140703,93.17211058324558,"TOWNSEND, TAYLOR","Tsitsipas, Stefanos"
24,25,164144,91.62127492972384,"KOSTYUK, MARTA","Rinderknech, Arthur"
25,26,153921,92.04154789646842,"ERRANI, SARA","Shapovalov, Denis"
26,27,190091,90.076054123305,"SIEGEMUND, LAURA","Tiafoe, Frances"
27,28,152268,91.59454098922627,"HADDAD MAIA, BEATRIZ","Norrie, Cameron"
28,29,172865,90.3468952758337,"FERNANDEZ, LEYLAH","Nakashima, Brandon"
29,30,214158,88.02721073222766,"ZHENG, QINWEN","Griekspoor, Tallon"
30,31,265851,84.7999414526936,"KASATKINA, DARIA","Munar, Jaume"
31,32,248673,85.4498656292256,"KALINSKAYA, ANNA","Sonego, Lorenzo"
32,33,205510,87.58987092886052,"RADUCANU, EMMA","Darderi, Luciano"
33,34,216394,86.89535432274536,"VONDROUSOVA, MARKETA","Tien, Learner"
34,35,206952,87.31670844339304,"KENIN, SOFIA","Michelsen, Alex"
35,36,199820,87.55779163566285,"PAVLYUCHENKOVA, ANASTASIA","Borges, Nuno"
36,37,182625,88.49417857412868,"BUCSA, CRISTINA","Popyrin, Alexei"
37,38,113643,92.36974216667014,"MBOKO, VICTORIA","Humbert, Ugo"
38,39,101931,92.90986300512296,"BADOSA, PAULA","Fils, Arthur"
39,40,134486,90.60808668555953,"BOUZAS MANEIRO, JESSICA","Muller, Alexandre"
40,41,136259,90.469012522016,"KREJCIKOVA, BARBORA","Diallo, Gabriel"
41,42,159565,88.73705200374103,"KESSLER, MCCARTNEY","Marozsan, Fabian"
42,43,157935,88.74528069277791,"VEKIC, DONNA","Baez, Sebastian"
43,44,167781,88.04106413794676,"YASTREMSKA, DAYANA","Moutet, Corentin"
44,45,157547,88.61805944874381,"STEARNS, PEYTON","Bergs, Zizou"
45,46,166211,87.89200852602609,"KRUEGER, ASHLYN","Cash, Julian"
46,47,210653,84.59232223640373,"SAKKARI, MARIA","Etcheverry, Tomas Martin"
47,48,207296,84.77893416706928,"FRECH, MAGDALENA","Glasspool, Lloyd"
48,49,191630,85.73000875724559,"LYS, EVA","Dimitrov, Grigor"
49,50,199393,85.14382828821687,"PUTINTSEVA, YULIA","Altmaier, Daniel"
50,51,193270,85.50149508564672,"COLLINS, DANIELLE","Vacherot, Valentin"
51,52,173021,86.75968453611719,"KARTAL, SONAY","Zeballos, Horacio"
52,53,173951,86.63830218694287,"LINETTE, MAGDA","Arevalo, Marcelo"
53,54,177573,86.36008550822936,"BAPTISTE, HAILEY","Pavic, Mate"
54,55,174553,86.52272104326477,"CRISTIAN, JAQUELINE","Thompson, Jordan"
55,56,180885,85.88596883419672,"LI, ANN","Kecmanovic, Miomir"
56,57,211486,83.49685405024935,"CIRSTEA, SORANA","Martinez, Pedro"
57,58,222848,82.57336300749621,"ZHANG, SHUAI","Korda, Sebastian"
58,59,234751,81.63525702707565,"BOISSON, LOIS","Granollers, Marcel"
59,60,224646,82.24968769482037,"BOUZKOVA, MARIE","Giron, Marcos"
60,61,174679,85.59159510401776,"DANILOVIC, OLGA","Mpetshi Perricard, Giovanni"
61,62,174184,85.41080888665536,"JOINT, MAYA","Struff, Jan-Lennard"
62,63,174827,85.20393913901579,"ROUTLIFFE, ERIN","Bonzi, Benjamin"
63,64,184456,84.36425315777562,"WANG, XINYU","Arnaldi, Matteo"
64,65,171054,85.28317081102847,"DOLEHIDE, CAROLINE","Fonseca, Joao"
65,66,183421,84.098798096929,"POTAPOVA, ANASTASIA","Hurkacz, Hubert"
66,67,170797,84.96061778781595,"RAKHIMOVA, KAMILLA","Mannarino, Adrian"
67,68,180379,84.07422416814774,"UCHIJIMA, MOYUKA","Monfils, Gael"
68,69,164996,85.14382030970033,"SRAMKOVA, REBECCA","Ugo Carabelli, Camilo"
69,70,170790,84.58106429386528,"BOULTER, KATIE","Opelka, Reilly"
70,71,179669,83.64142592712305,"JOVIC, IVA","Halys, Quentin"
71,72,191599,82.52227828217545,"DABROWSKI, GABRIELA","Brooksby, Jenson"
72,73,164645,84.49928778348618,"EALA, ALEXANDRA","Fearnley, Jacob"
73,74,178260,83.09338189267626,"MARIA, TATJANA","Hijikata, Rinky"
