,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","9,507,272","9,507,272",0
1,2,"Sinner, Jannik","8,443,408","8,437,163","6,245"
2,3,"Zverev, Alexander","3,551,188","3,527,552","23,636"
3,4,"Djokovic, Novak","3,413,063","3,400,133","12,930"
4,5,"Draper, Jack","3,292,994","3,267,704","25,290"
5,6,"Fritz, Taylor","3,229,542","3,210,350","19,192"
6,7,"de Minaur, Alex","2,857,067","2,825,723","31,344"
7,8,"Musetti, Lorenzo","2,593,777","2,554,698","39,079"
8,9,"Ruud, Casper","2,564,639","2,564,639",0
9,10,"Shelton, Ben","2,549,452","2,461,708","87,744"
10,11,"Rune, Holger","2,240,514","2,234,269","6,245"
11,12,"Mensik, Jakub","2,236,978","2,189,777","47,201"
12,13,"Rublev, Andrey","2,104,301","2,064,055","40,246"
13,14,"Cobolli, Flavio","2,088,874","2,011,857","77,017"
14,15,"Paul, Tommy","1,985,471","1,968,071","17,400"
15,16,"Davidovich Fokina, Alejandro","1,887,198","1,864,624","22,574"
16,17,"Bublik, Alexander","1,885,889","1,856,365","29,524"
17,18,"Tsitsipas, Stefanos","1,794,520","1,770,177","24,343"
18,19,"Khachanov, Karen","1,765,513","1,713,523","51,990"
19,20,"Cerundolo, Francisco","1,736,670","1,681,888","54,782"
20,21,"Medvedev, Daniil","1,713,670","1,707,425","6,245"
21,22,"Machac, Tomas","1,651,315","1,560,327","90,988"
22,23,"Auger-Aliassime, Felix","1,649,040","1,624,911","24,129"
23,24,"Lehecka, Jiri","1,563,593","1,502,646","60,947"
24,25,"Shapovalov, Denis","1,505,944","1,481,815","24,129"
25,26,"Tiafoe, Frances","1,397,203","1,374,459","22,744"
26,27,"Griekspoor, Tallon","1,391,905","1,322,435","69,470"
27,28,"Norrie, Cameron","1,382,887","1,356,908","25,979"
28,29,"Fils, Arthur","1,344,745","1,332,085","12,660"
29,30,"Dimitrov, Grigor","1,342,888","1,333,363","9,525"
30,31,"Nakashima, Brandon","1,297,856","1,267,701","30,155"
31,32,"Sonego, Lorenzo","1,226,430","1,163,675","62,755"
32,33,"Borges, Nuno","1,205,985","1,069,230","136,755"
33,34,"Baez, Sebastian","1,182,437","1,117,498","64,939"
34,35,"Darderi, Luciano","1,179,636","1,109,548","70,088"
35,36,"Popyrin, Alexei","1,174,960","1,042,686","132,274"
36,37,"Humbert, Ugo","1,168,352","1,156,634","11,718"
37,38,"Hurkacz, Hubert","1,153,504","1,148,175","5,329"
38,39,"Munar, Jaume","1,133,543","1,008,924","124,619"
39,40T,"Arevalo, Marcelo","1,132,733",0,"1,132,733"
40,40T,"Pavic, Mate","1,132,733",0,"1,132,733"
41,42,"Muller, Alexandre","1,087,562","1,023,060","64,502"
42,43,"Cash, Julian","1,047,533",0,"1,047,533"
43,44,"Glasspool, Lloyd","1,036,697",0,"1,036,697"
44,45,"Martinez, Pedro","1,029,968","871,062","158,906"
45,46,"Etcheverry, Tomas Martin","1,021,637","956,442","65,195"
46,47,"Marozsan, Fabian","1,018,880","985,424","33,456"
47,48,"Thompson, Jordan","1,011,939","777,914","234,025"
48,49,"Michelsen, Alex","1,011,810","943,786","68,024"
49,50,"Kecmanovic, Miomir","1,003,440","963,220","40,220"
50,51,"Korda, Sebastian","1,000,250","811,103","189,147"
51,52,"Monfils, Gael","986,098","980,958","5,140"
52,53,"Diallo, Gabriel","979,992","949,008","30,984"
53,54,"Altmaier, Daniel","972,550","972,550",0
54,55,"Moutet, Corentin","964,236","964,236",0
55,56,"Giron, Marcos","950,560","908,125","42,435"
56,57,"Berrettini, Matteo","920,036","876,700","43,336"
57,58,"Fonseca, Joao","915,337","909,092","6,245"
58,59,"Arnaldi, Matteo","914,647","879,141","35,506"
59,60,"Halys, Quentin","890,562","855,727","34,835"
60,61,"Hijikata, Rinky","875,820","591,012","284,808"
61,62,"Tien, Learner","846,882","800,415","46,467"
62,63,"Opelka, Reilly","844,299","838,054","6,245"
63,64,"Bautista Agut, Roberto","836,711","836,711",0
64,65,"Fearnley, Jacob","834,156","792,663","41,493"
65,66,"Rinderknech, Arthur","829,277","778,721","50,556"
66,67,"Navone, Mariano","823,238","779,287","43,951"
67,68,"Bergs, Zizou","816,744","788,076","28,668"
68,69,"Ugo Carabelli, Camilo","815,012","776,073","38,939"
69,70,"Mpetshi Perricard, Giovanni","793,942","721,093","72,849"
70,71,"Zeballos, Horacio","789,349",0,"789,349"
71,72,"Dzumhur, Damir","779,715","746,531","33,184"
72,73,"Granollers, Marcel","776,034",0,"776,034"
73,74,"Jarry, Nicolas","771,096","755,673","15,423"
74,75,"Shevchenko, Alexander","753,880","737,860","16,020"
75,76,"Struff, Jan-Lennard","749,114","708,242","40,872"
76,77,"Vukic, Aleksandar","731,579","696,052","35,527"
77,78T,"Heliovaara, Harri","727,536",0,"727,536"
78,78T,"Patten, Henry","727,536",0,"727,536"
79,80,"Bellucci, Mattia","706,513","653,698","52,815"
80,81,"Brooksby, Jenson","702,387","679,278","23,109"
81,82,"Comesana, Francisco","696,403","653,340","43,063"
82,83,"Bonzi, Benjamin","671,091","639,545","31,546"
83,84,"Bu, Yunchaokete","654,536","619,139","35,397"
84,85,"Majchrzak, Kamil","653,467","649,521","3,946"
85,86,"Kovacevic, Aleksandar","636,114","623,063","13,051"
86,87,"Vavassori, Andrea","633,772","66,850","566,922"
87,88,"Walton, Adam","627,129","581,670","45,459"
88,89,"Cilic, Marin","624,962","624,962",0
89,90,"van de Zandschulp, Botic","618,540","567,708","50,832"
90,91,"Quinn, Ethan","612,518","604,243","8,275"
91,92,"Djere, Laslo","587,808","576,492","11,316"
92,93,"Carreno Busta, Pablo","579,348","563,925","15,423"
93,94,"de Jong, Jesper","572,430","552,346","20,084"
94,95,"O'Connell, Christopher","569,734","556,616","13,118"
95,96,"Gaston, Hugo","569,617","565,566","4,051"
96,97,"Medjedovic, Hamad","569,139","569,139",0
97,98,"Carballes Baena, Roberto","567,066","536,472","30,594"
98,99,"Tabilo, Alejandro","562,684","510,174","52,510"
99,100,"Bolelli, Simone","562,094",0,"562,094"
100,101,"Skupski, Neal","557,514",0,"557,514"
101,102,"Goffin, David","545,509","521,905","23,604"
102,103,"Fucsovics, Marton","543,933","543,933",0
103,104,"Ofner, Sebastian","542,529","538,161","4,368"
104,105,"Harrison, Christian","539,777",0,"539,777"
105,106,"Salisbury, Joe","537,659",0,"537,659"
106,107,"Cazaux, Arthur","536,762","506,321","30,441"
107,108,"Safiullin, Roman","535,276","513,046","22,230"
108,109,"Nardi, Luca","529,369","529,369",0
109,110,"King, Evan","525,022",0,"525,022"
110,111,"Lajovic, Dusan","515,314","512,279","3,035"
111,112,"Duckworth, James","503,796","464,760","39,036"
112,113,"Nishioka, Yoshihito","494,023","494,023",0
113,114,"Mannarino, Adrian","470,110","459,588","10,522"
114,115,"Kopriva, Vit","462,238","448,688","13,550"
115,116,"Schoolkate, Tristan","450,764","415,990","34,774"
116,117,"McDonald, Mackenzie","450,317","420,446","29,871"
117,118T,"Krawietz, Kevin","440,889",0,"440,889"
118,118T,"Puetz, Tim","440,889",0,"440,889"
119,120,"Basilashvili, Nikoloz","438,452","438,452",0
120,121,"Garin, Cristian","432,865","432,388",477
121,122,"Harris, Billy","432,033","411,951","20,082"
122,123,"Faria, Jaime","429,408","425,916","3,492"
123,124,"Misolic, Filip","418,723","417,432","1,291"
124,125,"Cerundolo, Juan Manuel","411,821","410,956",865
125,126,"Gigante, Matteo","405,392","405,392",0
126,127,"Tseng, Chun-Hsin","391,878","391,878",0
127,128,"Doumbia, Sadio","391,404",0,"391,404"
128,129,"Reboul, Fabien","386,292",0,"386,292"
129,130,"Royer, Valentin","385,228","374,781","10,447"
130,131,"Passaro, Francesco","384,831","381,552","3,279"
131,132,"Hanfmann, Yannick","380,948","378,618","2,330"
132,133,"Dellien, Hugo","376,414","375,909",505
133,134,"Evans, Daniel","374,628","363,312","11,316"
134,135,"Herbert, Pierre-Hugues","374,138","304,014","70,124"
135,136,"Nys, Hugo","360,660",0,"360,660"
136,137,"Basavareddy, Nishesh","355,363","355,363",0
137,138,"Wawrinka, Stan","346,934","343,342","3,592"
138,139,"Bhambri, Yuki","338,424",0,"338,424"
139,140,"Zhang, Zhizhen","335,959","305,439","30,520"
140,141,"Seyboth Wild, Thiago","332,898","332,898",0
141,142,"Moller, Elmer","329,470","328,715",755
142,143,"Holt, Brandon","328,975","326,772","2,203"
143,144,"Roger-Vasselin, Edouard","327,452",0,"327,452"
144,145,"Nishikori, Kei","323,778","323,778",0
145,146,"Monteiro, Thiago","323,764","323,764",0
146,147,"Nava, Emilio","320,494","318,974","1,520"
147,148,"Coric, Borna","318,355","318,355",0
148,149,"Holmgren, August","317,446","314,149","3,297"
149,150,"Goransson, Andre","312,698",0,"312,698"
150,151,"Boyer, Tristan","307,781","301,501","6,280"
151,152,"Rocha, Henrique","307,581","304,933","2,648"
152,153,"Venus, Michael","305,488",0,"305,488"
153,154,"Klein, Lukas","304,539","304,045",494
154,155,"McCabe, James","303,650","303,650",0
155,156,"Mektic, Nikola","302,564",0,"302,564"
156,157,"Guinard, Manuel","298,389","23,041","275,348"
157,158,"Tirante, Thiago Agustin","296,089","291,043","5,046"
158,159,"Mochizuki, Shintaro","295,417","290,123","5,294"
159,160,"Habib, Hady","294,526","292,436","2,090"
160,161,"Arends, Sander","291,795",0,"291,795"
161,162,"Pel, David","289,993",0,"289,993"
162,163,"Atmane, Terence","289,835","289,296",539
163,164,"Eubanks, Christopher","288,204","287,026","1,178"
164,165,"Molteni, Andres","286,220",0,"286,220"
165,166,"Galan, Daniel Elahi","284,596","282,861","1,735"
166,167,"Virtanen, Otto","283,466","281,713","1,753"
167,168,"Verbeek, Sem","283,452",0,"283,452"
168,169,"Zeppieri, Giulio","279,434","279,434",0
169,170,"Taberner, Carlos","274,228","272,331","1,897"
170,171,"Johnson, Luke","269,470",0,"269,470"
171,172,"Tu, Li","269,247","241,792","27,455"
172,173,"Zielinski, Jan","268,887",0,"268,887"
173,174,"Gomez, Federico Agustin","268,202","251,917","16,285"
174,175,"Krueger, Mitchell","265,739","255,800","9,939"
175,176,"Barrios Vera, Tomas","262,201","252,003","10,198"
176,177,"Landaluce, Martin","261,834","261,236",598
177,178,"Harris, Lloyd","260,950","260,950",0
178,179,"Arneodo, Romain","260,772",0,"260,772"
179,180,"Matos, Rafael","259,963",0,"259,963"
180,181,"Collignon, Raphael","256,242","252,078","4,164"
181,182,"Watanuki, Yosuke","254,112","251,919","2,193"
182,183,"Spizzirri, Eliot","253,860","240,151","13,709"
183,184,"Melo, Marcelo","252,719",0,"252,719"
184,185,"Gille, Sander","248,123",0,"248,123"
185,186,"Fognini, Fabio","246,729","244,511","2,218"
186,187,"Gasquet, Richard","242,046","240,347","1,699"
187,188,"Burruchaga, Roman Andres","241,160","237,520","3,640"
188,189,"Peers, John","237,850",0,"237,850"
189,190,"Gonzalez, Maximo","237,743",0,"237,743"
190,191,"Svrcina, Dalibor","237,537","231,527","6,010"
191,192,"Stricker, Dominic","234,500","225,683","8,817"
192,193,"Galloway, Robert","234,391",0,"234,391"
