,Rank,diff,pct,women,men
0,1,204818,94.37609832176435,"RYBAKINA, ELENA","Alcaraz, Carlos"
1,2,-625882,130.1828431715321,"SABALENKA, ARYNA","Sinner, Jannik"
2,3,-2913,100.16741090670851,"PEGULA, JESSICA","Medvedev, Daniil"
3,4,27039,98.31666957193018,"SVITOLINA, ELINA","Zverev, Alexander"
4,5,243465,84.38881604047307,"GAUFF, COCO","Djokovic, Novak"
5,6,308229,79.89903508794812,"SWIATEK, IGA","de Minaur, Alex"
6,7,-68254,106.06359965708245,"MBOKO, VICTORIA","Shelton, Ben"
7,8,-28480,102.55663787755967,"MUCHOVA, KAROLINA","Auger-Aliassime, Felix"
8,9,-66064,106.57217866568776,"BENCIC, BELINDA","Fritz, Taylor"
9,10,-143087,115.71282990606586,"MERTENS, ELISE","Hurkacz, Hubert"
10,11,81918,90.973839803782,"PAOLINI, JASMINE","Mensik, Jakub"
11,12,47381,94.47520834134983,"ANISIMOVA, AMANDA","Cobolli, Flavio"
12,13,47911,94.09746434036136,"ANDREEVA, MIRRA","Etcheverry, Tomas Martin"
13,14,144192,81.4143653530113,"JOVIC, IVA","Tien, Learner"
14,15,104230,85.75168312771265,"OSTAPENKO, JELENA","Bublik, Alexander"
15,16,78707,88.64766316991941,"NOSKOVA, LINDA","Griekspoor, Tallon"
16,17,85562,87.23591523031801,"SINIAKOVA, KATERINA","Rublev, Andrey"
17,18,99744,84.8490280009843,"ZHANG, SHUAI","Tiafoe, Frances"
18,19,102583,84.19397484175948,"BUCSA, CRISTINA","Ruud, Casper"
19,20,75051,87.89099621649093,"SAKKARI, MARIA","Baez, Sebastian"
20,21,81148,86.86213400467892,"TAUSON, CLARA","Musetti, Lorenzo"
21,22,123862,79.70190834378047,"KREJCIKOVA, BARBORA","Tsitsipas, Stefanos"
22,23,143892,76.32716719641482,"OSAKA, NAOMI","Bergs, Zizou"
23,24,171379,71.4947465066806,"KALINSKAYA, ANNA","Cerundolo, Francisco"
24,25,167214,71.96583202702588,"KEYS, MADISON","Darderi, Luciano"
25,26,167682,71.78714082369528,"WANG, XINYU","Rinderknech, Arthur"
26,27,111613,79.02098033539966,"KRUNIC, ALEKSANDRA","Paul, Tommy"
27,28,115003,78.10350867840035,"DANILINA, ANNA","Vacherot, Valentin"
28,29,115365,77.95715052725907,"SHNAIDER, DIANA","Fils, Arthur"
29,30,106548,78.67022203004042,"TOWNSEND, TAYLOR","Norrie, Cameron"
30,31,101729,79.29977067347117,"ALEXANDROVA, EKATERINA","Khachanov, Karen"
31,32,101686,79.19250909046264,"GIBSON, TALIA","Davidovich Fokina, Alejandro"
32,33,85689,81.67511387694873,"BAPTISTE, HAILEY","Wawrinka, Stan"
33,34,83136,82.11282757433625,"EALA, ALEXANDRA","Tabilo, Alejandro"
34,35,72219,84.07396381198107,"PUTINTSEVA, YULIA","Humbert, Ugo"
35,36,55471,87.04448051568905,"RADUCANU, EMMA","Nakashima, Brandon"
36,37,49495,88.0726030137191,"LINETTE, MAGDA","Cilic, Marin"
37,38,35268,91.15240945569306,"JOINT, MAYA","Shapovalov, Denis"
38,39,32281,91.82695350774365,"STEARNS, PEYTON","Kecmanovic, Miomir"
39,40,45582,88.4099906683923,"HUNTER, STORM","Machac, Tomas"
40,41,47365,87.83585271019206,"TJEN, JANICE","van de Zandschulp, Botic"
41,42,46156,88.00846962237435,"FRECH, MAGDALENA","Korda, Sebastian"
42,43,46218,87.80453695079122,"INGLIS, MADDISON","Marozsan, Fabian"
43,44,25805,92.77751499494804,"SONMEZ, ZEYNEP","Kopriva, Vit"
44,45,25574,92.81447556966648,"CIRSTEA, SORANA","Harrison, Christian"
45,46,28769,91.916776713214,"BEJLEK, SARA","Skupski, Neal"
46,47,29426,91.72145652400204,"BIRRELL, KIMBERLY","Quinn, Ethan"
47,48,12974,96.1511648259065,"SIEGEMUND, LAURA","Borges, Nuno"
48,49,19809,94.09330132840338,"CRISTIAN, JAQUELINE","Lehecka, Jiri"
49,50,17231,94.81794696748699,"RUSE, ELENA-GABRIELA","Munar, Jaume"
50,51,17883,94.58884545091442,"BOUZKOVA, MARIE","Halys, Quentin"
51,52,18591,94.36149401756062,"POTAPOVA, ANASTASIA","Fonseca, Joao"
52,53,28764,91.2527559414296,"BOUZAS MANEIRO, JESSICA","Hijikata, Rinky"
53,54,23046,92.84647833550098,"VALENTOVA, TEREZA","Kovacevic, Aleksandar"
54,55,30559,90.44586385535766,"RUZIC, ANTONIA","Moutet, Corentin"
55,56,34029,89.32507254332992,"SAMSONOVA, LIUDMILA","Michelsen, Alex"
56,57,18466,93.88062817509105,"LI, ANN","Zhang, Zhizhen"
57,58,17203,94.19388371567142,"KOSTYUK, MARTA","Fucsovics, Marton"
58,59,21652,92.57177948628222,"COCCIARETTO, ELISABETTA","Mannarino, Adrian"
59,60,25194,91.30785791173305,"KENIN, SOFIA","Guinard, Manuel"
60,61,22136,92.27750197981462,"PLISKOVA, KAROLINA","Andreozzi, Guido"
61,62,20839,92.69504192489974,"KARTAL, SONAY","Jodar, Rafael"
62,63,19718,93.04943089086993,"SIERRA, SOLANA","Spizzirri, Eliot"
63,64,23508,91.70735148864118,"SELEKHMETEVA, OKSANA","Brooksby, Jenson"
64,65,25479,90.97890510483717,"GRACHEVA, VARVARA","Bellucci, Mattia"
65,66,24317,91.17254147457074,"KRUEGER, ASHLYN","Dzumhur, Damir"
66,67,23027,91.53496921238857,"NAVARRO, EMMA","Giron, Marcos"
67,68,22088,91.84201098418116,"YASTREMSKA, DAYANA","Ugo Carabelli, Camilo"
68,69,21853,91.91820945421195,"STEFANI, LUISA","Mpetshi Perricard, Giovanni"
69,70,19882,92.56158151506989,"OSORIO, CAMILA","Popyrin, Alexei"
70,71,15792,93.99429549343982,"BADOSA, PAULA","Kubler, Jason"
