,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","3,980,081","3,980,081",0
1,2,"Sinner, Jannik","2,830,697","2,830,697",0
2,3,"Draper, Jack","2,699,925","2,674,635","25,290"
3,4,"Zverev, Alexander","2,681,284","2,663,894","17,390"
4,5,"Ruud, Casper","2,410,638","2,410,638",0
5,6,"de Minaur, Alex","1,946,538","1,920,334","26,204"
6,7,"Mensik, Jakub","1,807,324","1,777,686","29,638"
7,8,"Rune, Holger","1,762,841","1,762,841",0
8,9,"Musetti, Lorenzo","1,701,672","1,662,593","39,079"
9,10,"Fritz, Taylor","1,688,888","1,688,888",0
10,11,"Tsitsipas, Stefanos","1,518,514","1,504,114","14,400"
11,12,"Shelton, Ben","1,492,493","1,416,135","76,358"
12,13,"Djokovic, Novak","1,448,198","1,435,268","12,930"
13,14,"Cerundolo, Francisco","1,445,309","1,390,527","54,782"
14,15,"Paul, Tommy","1,334,407","1,317,007","17,400"
15,16,"Machac, Tomas","1,315,963","1,242,538","73,425"
16,17,"Davidovich Fokina, Alejandro","1,209,471","1,196,827","12,644"
17,18,"Fils, Arthur","1,153,847","1,141,187","12,660"
18,19,"Medvedev, Daniil","1,150,173","1,150,173",0
19,20,"Auger-Aliassime, Felix","1,127,097","1,127,097",0
20,21,"Rublev, Andrey","1,079,143","1,045,143","34,000"
21,22,"Shapovalov, Denis","1,071,247","1,071,247",0
22,23,"Hurkacz, Hubert","982,053","976,724","5,329"
23,24T,"Arevalo, Marcelo","973,040",0,"973,040"
24,24T,"Pavic, Mate","973,040",0,"973,040"
25,26,"Baez, Sebastian","926,941","883,262","43,679"
26,27,"Dimitrov, Grigor","925,049","915,524","9,525"
27,28,"Griekspoor, Tallon","862,942","805,308","57,634"
28,29,"Humbert, Ugo","832,489","822,964","9,525"
29,30,"Berrettini, Matteo","829,504","786,168","43,336"
30,31,"Khachanov, Karen","809,971","770,051","39,920"
31,32,"Korda, Sebastian","809,352","620,205","189,147"
32,33,"Lehecka, Jiri","790,014","748,259","41,755"
33,34,"Nakashima, Brandon","787,083","763,173","23,910"
34,35,"Muller, Alexandre","760,882","719,505","41,377"
35,36,"Sonego, Lorenzo","715,427","661,248","54,179"
36,37,"Munar, Jaume","686,692","591,713","94,979"
37,38,"Cobolli, Flavio","682,724","626,953","55,771"
38,39,"Popyrin, Alexei","680,528","553,394","127,134"
39,40,"Borges, Nuno","671,318","581,676","89,642"
40,41,"Monfils, Gael","649,111","649,111",0
41,42,"Michelsen, Alex","637,489","608,189","29,300"
42,43,"Martinez, Pedro","637,229","509,846","127,383"
43,44,"Marozsan, Fabian","633,642","633,642",0
44,45,"Tiafoe, Frances","625,602","614,243","11,359"
45,46,"Arnaldi, Matteo","624,252","591,077","33,175"
46,47,"Giron, Marcos","615,724","603,436","12,288"
47,48,"Kecmanovic, Miomir","602,355","572,077","30,278"
48,49T,"Heliovaara, Harri","567,409",0,"567,409"
49,49T,"Patten, Henry","567,409",0,"567,409"
50,51,"Etcheverry, Tomas Martin","558,099","509,310","48,789"
51,52,"Darderi, Luciano","537,504","483,572","53,932"
52,53,"Tien, Learner","509,737","493,377","16,360"
53,54,"Bublik, Alexander","506,212","488,004","18,208"
54,55,"Altmaier, Daniel","499,322","499,322",0
55,56,"Thompson, Jordan","495,995","323,229","172,766"
56,57,"Bergs, Zizou","492,954","487,739","5,215"
57,58,"Shevchenko, Alexander","480,354","466,216","14,138"
58,59,"Moutet, Corentin","473,248","473,248",0
59,60,"Halys, Quentin","473,116","468,793","4,323"
60,61,"Fonseca, Joao","471,693","471,693",0
61,62,"Mpetshi Perricard, Giovanni","466,193","409,532","56,661"
62,63,"Ugo Carabelli, Camilo","465,967","453,377","12,590"
63,64,"Diallo, Gabriel","464,282","462,432","1,850"
