,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","7,422,288","7,422,288",0
1,2,"Sinner, Jannik","4,328,308","4,322,063","6,245"
2,3,"Zverev, Alexander","3,460,656","3,437,020","23,636"
3,4,"Draper, Jack","3,157,196","3,131,906","25,290"
4,5,"Ruud, Casper","2,543,585","2,543,585",0
5,6,"Musetti, Lorenzo","2,485,719","2,446,640","39,079"
6,7,"Djokovic, Novak","2,349,996","2,337,066","12,930"
7,8,"Rune, Holger","2,149,981","2,143,736","6,245"
8,9,"Fritz, Taylor","2,105,735","2,086,543","19,192"
9,10,"de Minaur, Alex","2,102,194","2,075,990","26,204"
10,11,"Mensik, Jakub","2,017,163","1,981,279","35,884"
11,12,"Shelton, Ben","1,879,292","1,796,688","82,604"
12,13,"Paul, Tommy","1,849,672","1,832,272","17,400"
13,14,"Rublev, Andrey","1,711,148","1,670,902","40,246"
14,15,"Tsitsipas, Stefanos","1,703,988","1,679,645","24,343"
15,16,"Cerundolo, Francisco","1,597,646","1,542,864","54,782"
16,17,"Bublik, Alexander","1,572,687","1,554,479","18,208"
17,18,"Medvedev, Daniil","1,562,398","1,556,153","6,245"
18,19,"Auger-Aliassime, Felix","1,513,242","1,489,113","24,129"
19,20,"Machac, Tomas","1,504,199","1,424,528","79,671"
20,21,"Cobolli, Flavio","1,486,943","1,431,172","55,771"
21,22,"Davidovich Fokina, Alejandro","1,428,880","1,416,236","12,644"
22,23,"Lehecka, Jiri","1,395,790","1,334,843","60,947"
23,24,"Fils, Arthur","1,344,745","1,332,085","12,660"
24,25,"Shapovalov, Denis","1,280,092","1,255,963","24,129"
25,26,"Griekspoor, Tallon","1,278,425","1,210,849","67,576"
26,27,"Khachanov, Karen","1,216,833","1,164,843","51,990"
27,28,"Tiafoe, Frances","1,195,525","1,177,921","17,604"
28,29,"Hurkacz, Hubert","1,153,504","1,148,175","5,329"
29,30,"Humbert, Ugo","1,077,820","1,066,102","11,718"
30,31,"Popyrin, Alexei","1,061,763","934,629","127,134"
31,32,"Baez, Sebastian","1,047,377","993,755","53,622"
32,33,"Nakashima, Brandon","1,028,618","998,463","30,155"
33,34,"Dimitrov, Grigor","1,013,680","1,004,155","9,525"
34,35T,"Arevalo, Marcelo","1,013,396",0,"1,013,396"
35,35T,"Pavic, Mate","1,013,396",0,"1,013,396"
36,37,"Korda, Sebastian","1,000,250","811,103","189,147"
37,38,"Muller, Alexandre","968,189","915,003","53,186"
38,39,"Borges, Nuno","967,430","848,507","118,923"
39,40,"Etcheverry, Tomas Martin","892,823","844,034","48,789"
40,41,"Michelsen, Alex","892,437","835,729","56,708"
41,42,"Munar, Jaume","889,687","782,900","106,787"
42,43,"Sonego, Lorenzo","879,697","816,942","62,755"
43,44,"Altmaier, Daniel","857,058","857,058",0
44,45,"Marozsan, Fabian","847,725","832,101","15,624"
45,46,"Monfils, Gael","835,815","835,815",0
46,47,"Berrettini, Matteo","829,504","786,168","43,336"
47,48,"Norrie, Cameron","802,202","776,223","25,979"
48,49,"Diallo, Gabriel","800,871","781,204","19,667"
49,50,"Arnaldi, Matteo","792,110","756,604","35,506"
50,51,"Martinez, Pedro","789,598","650,407","139,191"
51,52,"Giron, Marcos","787,583","762,981","24,602"
52,53,"Kecmanovic, Miomir","785,597","745,377","40,220"
53,54,"Halys, Quentin","763,753","740,235","23,518"
54,55,"Darderi, Luciano","759,783","689,695","70,088"
55,56,"Fearnley, Jacob","743,624","702,131","41,493"
56,57,"Bautista Agut, Roberto","734,022","734,022",0
57,58,"Moutet, Corentin","724,718","724,718",0
58,59,"Fonseca, Joao","706,839","700,594","6,245"
59,60,"Bergs, Zizou","705,549","688,198","17,351"
60,61,"Mpetshi Perricard, Giovanni","694,065","621,216","72,849"
61,62,"Opelka, Reilly","690,976","684,731","6,245"
62,63,"Zeballos, Horacio","670,011",0,"670,011"
63,64,"Tien, Learner","667,763","632,612","35,151"
64,65T,"Heliovaara, Harri","667,524",0,"667,524"
65,65T,"Patten, Henry","667,524",0,"667,524"
66,67,"Granollers, Marcel","656,696",0,"656,696"
67,68,"Thompson, Jordan","652,725","448,706","204,019"
68,69,"Ugo Carabelli, Camilo","635,606","613,073","22,533"
69,70,"Navone, Mariano","632,755","588,804","43,951"
70,71,"Shevchenko, Alexander","628,304","614,166","14,138"
71,72,"Dzumhur, Damir","620,679","598,812","21,867"
72,73,"Cash, Julian","581,155",0,"581,155"
73,74,"Carreno Busta, Pablo","579,348","563,925","15,423"
74,75,"Rinderknech, Arthur","575,284","526,622","48,662"
75,76,"Glasspool, Lloyd","570,319",0,"570,319"
76,77,"Vukic, Aleksandar","568,710","533,183","35,527"
77,78,"Tabilo, Alejandro","562,684","510,174","52,510"
78,79,"Comesana, Francisco","559,450","529,597","29,853"
79,80,"Brooksby, Jenson","545,927","534,135","11,792"
80,81,"Vavassori, Andrea","537,440","61,945","475,495"
81,82,"Bu, Yunchaokete","519,547","495,467","24,080"
82,83,"Harrison, Christian","519,215",0,"519,215"
83,84,"Bonzi, Benjamin","514,631","494,402","20,229"
84,85,"Struff, Jan-Lennard","512,211","471,339","40,872"
85,86,"King, Evan","508,565",0,"508,565"
86,87,"Hijikata, Rinky","498,499","450,309","48,190"
87,88,"Bellucci, Mattia","480,183","445,200","34,983"
88,89,"Medjedovic, Hamad","478,606","478,606",0
89,90,"Djere, Laslo","478,492","478,492",0
90,91T,"Salisbury, Joe","477,648",0,"477,648"
91,91T,"Skupski, Neal","477,648",0,"477,648"
92,93,"Walton, Adam","474,755","444,718","30,037"
93,94,"Bolelli, Simone","470,667",0,"470,667"
94,95,"O'Connell, Christopher","469,857","456,739","13,118"
95,96,"Quinn, Ethan","459,195","450,920","8,275"
96,97,"Gaston, Hugo","457,156","453,599","3,557"
97,98,"Safiullin, Roman","444,744","422,514","22,230"
98,99,"Carballes Baena, Roberto","439,404","420,126","19,278"
99,100,"Nardi, Luca","438,837","438,837",0
100,101,"Kovacevic, Aleksandar","438,046","436,311","1,735"
101,102,"Jarry, Nicolas","434,462","419,039","15,423"
102,103,"van de Zandschulp, Botic","424,445","377,389","47,056"
103,104,"Goffin, David","422,092","409,804","12,288"
104,105,"Lajovic, Dusan","417,355","414,320","3,035"
105,106T,"Krawietz, Kevin","410,883",0,"410,883"
106,106T,"Puetz, Tim","410,883",0,"410,883"
107,108,"Nishioka, Yoshihito","385,966","385,966",0
108,109,"Duckworth, James","380,179","345,248","34,931"
109,110,"Gigante, Matteo","372,238","372,238",0
110,111,"Schoolkate, Tristan","367,605","345,476","22,129"
111,112,"Doumbia, Sadio","366,012",0,"366,012"
112,113,"Reboul, Fabien","360,900",0,"360,900"
113,114,"de Jong, Jesper","351,989","333,798","18,191"
114,115,"Passaro, Francesco","336,018","332,739","3,279"
115,116,"Kopriva, Vit","336,008","333,775","2,233"
116,117,"Zhang, Zhizhen","335,959","305,439","30,520"
117,118,"McDonald, Mackenzie","330,943","312,389","18,554"
118,119,"Faria, Jaime","323,981","320,489","3,492"
119,120,"Nishikori, Kei","323,778","323,778",0
120,121,"Fucsovics, Marton","323,277","323,277",0
121,122,"Ofner, Sebastian","319,136","314,768","4,368"
122,123,"Coric, Borna","318,355","318,355",0
123,124,"Wawrinka, Stan","316,910","315,211","1,699"
124,125,"Hanfmann, Yannick","316,859","314,529","2,330"
125,126,"Herbert, Pierre-Hugues","308,403","268,285","40,118"
126,127,"Cerundolo, Juan Manuel","308,250","307,385",865
127,128,"Majchrzak, Kamil","304,608","300,662","3,946"
128,129,"Cazaux, Arthur","303,160","272,719","30,441"
129,130,"Bhambri, Yuki","298,488",0,"298,488"
130,131,"Cilic, Marin","295,754","295,754",0
131,132,"Goransson, Andre","290,450",0,"290,450"
132,133,"Monteiro, Thiago","288,404","288,404",0
133,134,"Misolic, Filip","284,367","283,076","1,291"
134,135,"Virtanen, Otto","283,466","281,713","1,753"
135,136,"Garin, Cristian","282,172","281,695",477
136,137,"Basilashvili, Nikoloz","281,245","281,245",0
137,138,"Seyboth Wild, Thiago","280,159","280,159",0
138,139,"Tseng, Chun-Hsin","279,938","279,938",0
139,140,"Mektic, Nikola","279,592",0,"279,592"
140,141,"Venus, Michael","277,726",0,"277,726"
141,142,"Dellien, Hugo","275,530","275,025",505
142,143,"Arends, Sander","271,488",0,"271,488"
143,144,"Johnson, Luke","269,470",0,"269,470"
144,145,"Boyer, Tristan","269,155","262,875","6,280"
145,146,"Harris, Billy","269,058","266,808","2,250"
146,147,"Verbeek, Sem","266,995",0,"266,995"
147,148,"Rocha, Henrique","266,781","264,133","2,648"
148,149,"Guinard, Manuel","265,536","23,041","242,495"
149,150,"Nys, Hugo","261,403",0,"261,403"
150,151,"Galan, Daniel Elahi","254,536","252,801","1,735"
