,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","2,150,400","2,150,400",0
1,2,"Zverev, Alexander","1,502,160","1,502,160",0
2,3,"Fritz, Taylor","1,042,376","1,042,376",0
3,4,"de Minaur, Alex","737,776","737,776",0
4,5,"Djokovic, Novak","696,015","694,525","1,490"
5,6,"Shelton, Ben","687,775","687,775",0
6,7,"Hurkacz, Hubert","515,180","515,180",0
7,8,"Auger-Aliassime, Felix","446,914","446,914",0
8,9,"Paul, Tommy","444,056","444,056",0
9,10,"Ruud, Casper","438,480","438,480",0
10,11,"Sonego, Lorenzo","434,296","432,446","1,850"
11,12,"Humbert, Ugo","415,848","415,848",0
12,13,"Machac, Tomas","415,316","390,126","25,190"
13,14,"Alcaraz, Carlos","408,576","408,576",0
14,15,"Monfils, Gael","372,458","372,458",0
15,16,"Lehecka, Jiri","364,288","355,033","9,255"
16,17,"Carreno Busta, Pablo","301,449","286,026","15,423"
17,18,"Michelsen, Alex","290,388","289,558",830
18,19,"Davidovich Fokina, Alejandro","280,413","277,278","3,135"
19,20,"Cobolli, Flavio","280,339","265,167","15,172"
20,21,"Shevchenko, Alexander","276,438","264,150","12,288"
21,22,"Borges, Nuno","269,213","225,591","43,622"
22,23,"Tien, Learner","268,478","265,343","3,135"
23,24,"Rune, Holger","264,628","264,628",0
24,25,"Draper, Jack","258,048","258,048",0
25,26T,"Heliovaara, Harri","255,207",0,"255,207"
26,26T,"Patten, Henry","255,207",0,"255,207"
27,28,"Tsitsipas, Stefanos","252,500","252,500",0
28,29,"Etcheverry, Tomas Martin","249,503","237,215","12,288"
29,30,"Kecmanovic, Miomir","237,879","225,591","12,288"
30,31,"Mensik, Jakub","226,671","217,416","9,255"
31,32,"Carballes Baena, Roberto","220,164","206,026","14,138"
32,33,"Zhang, Zhizhen","215,985","190,795","25,190"
33,34,"Vukic, Aleksandar","215,733","196,426","19,307"
34,35,"Giron, Marcos","211,019","198,731","12,288"
35,36,"Bonzi, Benjamin","209,686","209,686",0
36,37,"Cerundolo, Francisco","202,399","190,111","12,288"
37,38,"Fils, Arthur","201,866","198,731","3,135"
38,39,"Musetti, Lorenzo","200,581","198,731","1,850"
39,40,"Khachanov, Karen","199,776","190,111","9,665"
40,41,"Marozsan, Fabian","198,731","198,731",0
41,42,"Muller, Alexandre","198,693","184,555","14,138"
42,43,"Fearnley, Jacob","189,146","188,131","1,015"
43,44,"Nishikori, Kei","183,230","183,230",0
44,45,"Korda, Sebastian","183,130","183,130",0
45,46,"Opelka, Reilly","179,460","179,460",0
46,47,"Moutet, Corentin","178,176","178,176",0
47,48,"Martinez, Pedro","171,000","142,110","28,890"
48,49,"Cazaux, Arthur","167,183","152,366","14,817"
49,50,"Coric, Borna","167,044","167,044",0
50,51,"Schoolkate, Tristan","166,502","147,855","18,647"
51,52,"Bergs, Zizou","156,520","153,385","3,135"
52,53,"Kokkinakis, Thanasi","155,723","143,435","12,288"
53,54T,"Bolelli, Simone","152,953",0,"152,953"
54,54T,"Vavassori, Andrea","152,953",0,"152,953"
55,56,"Duckworth, James","151,347","132,040","19,307"
56,57,"Fonseca, Joao","151,280","151,280",0
57,58,"Diaz Acosta, Facundo","145,520","145,520",0
58,59,"Diallo, Gabriel","143,960","142,110","1,850"
59,60,"Munar, Jaume","143,620","116,580","27,040"
60,61,"Thompson, Jordan","142,395","141,565",830
61,62,"Shapovalov, Denis","142,110","142,110",0
