,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","3,980,081","3,980,081",0
1,2,"Sinner, Jannik","2,830,697","2,830,697",0
2,3,"Zverev, Alexander","2,722,281","2,704,891","17,390"
3,4,"Draper, Jack","2,699,925","2,674,635","25,290"
4,5,"Ruud, Casper","2,410,638","2,410,638",0
5,6,"de Minaur, Alex","1,946,538","1,920,334","26,204"
6,7,"Mensik, Jakub","1,807,324","1,777,686","29,638"
7,8,"Rune, Holger","1,762,841","1,762,841",0
8,9,"Fritz, Taylor","1,712,282","1,712,282",0
9,10,"Musetti, Lorenzo","1,701,672","1,662,593","39,079"
10,11,"Djokovic, Novak","1,565,949","1,553,019","12,930"
11,12,"Tsitsipas, Stefanos","1,518,514","1,504,114","14,400"
12,13,"Shelton, Ben","1,492,493","1,416,135","76,358"
13,14,"Cerundolo, Francisco","1,486,306","1,431,524","54,782"
14,15,"Rublev, Andrey","1,361,199","1,327,199","34,000"
15,16,"Paul, Tommy","1,334,407","1,317,007","17,400"
16,17,"Machac, Tomas","1,329,546","1,256,121","73,425"
17,18,"Auger-Aliassime, Felix","1,277,417","1,277,417",0
18,19,"Davidovich Fokina, Alejandro","1,250,467","1,237,823","12,644"
19,20,"Cobolli, Flavio","1,206,923","1,151,152","55,771"
20,21,"Fils, Arthur","1,153,847","1,141,187","12,660"
21,22,"Medvedev, Daniil","1,150,173","1,150,173",0
22,23,"Shapovalov, Denis","1,071,247","1,071,247",0
23,24,"Hurkacz, Hubert","1,050,736","1,045,407","5,329"
24,25T,"Arevalo, Marcelo","976,611",0,"976,611"
25,25T,"Pavic, Mate","976,611",0,"976,611"
26,27,"Baez, Sebastian","948,803","905,124","43,679"
27,28,"Dimitrov, Grigor","925,049","915,524","9,525"
28,29,"Lehecka, Jiri","866,813","825,058","41,755"
29,30,"Griekspoor, Tallon","862,942","805,308","57,634"
30,31,"Muller, Alexandre","837,681","796,304","41,377"
31,32,"Khachanov, Karen","833,366","793,446","39,920"
32,33,"Humbert, Ugo","832,489","822,964","9,525"
33,34,"Berrettini, Matteo","829,504","786,168","43,336"
34,35,"Nakashima, Brandon","828,079","804,169","23,910"
35,36,"Korda, Sebastian","809,352","620,205","189,147"
36,37,"Sonego, Lorenzo","715,427","661,248","54,179"
37,38,"Etcheverry, Tomas Martin","708,419","659,630","48,789"
38,39,"Popyrin, Alexei","703,923","576,789","127,134"
39,40,"Munar, Jaume","694,990","600,011","94,979"
40,41,"Borges, Nuno","684,901","595,259","89,642"
41,42,"Monfils, Gael","670,973","670,973",0
42,43,"Tiafoe, Frances","666,599","655,240","11,359"
43,44,"Martinez, Pedro","659,091","531,708","127,383"
44,45,"Arnaldi, Matteo","647,647","614,472","33,175"
45,46,"Marozsan, Fabian","647,225","647,225",0
46,47,"Michelsen, Alex","645,787","616,487","29,300"
47,48,"Giron, Marcos","637,586","625,298","12,288"
48,49,"Darderi, Luciano","614,303","560,371","53,932"
49,50,"Kecmanovic, Miomir","610,653","580,375","30,278"
50,51T,"Heliovaara, Harri","590,700",0,"590,700"
51,51T,"Patten, Henry","590,700",0,"590,700"
52,53,"Bublik, Alexander","528,074","509,866","18,208"
53,54,"Altmaier, Daniel","521,183","521,183",0
54,55,"Tien, Learner","518,035","501,675","16,360"
55,56,"Mpetshi Perricard, Giovanni","507,190","450,529","56,661"
56,57,"Ugo Carabelli, Camilo","506,964","494,374","12,590"
57,58,"Bergs, Zizou","501,252","496,037","5,215"
58,59,"Thompson, Jordan","495,995","323,229","172,766"
59,60,"Halys, Quentin","490,270","482,376","7,894"
60,61,"Shevchenko, Alexander","480,354","466,216","14,138"
61,62,"Moutet, Corentin","473,248","473,248",0
62,63,"Fonseca, Joao","471,693","471,693",0
63,64,"Diallo, Gabriel","464,282","462,432","1,850"
