,Rank,Name,Total,Singles,Doubles
0,1,"Djokovic, Novak","10,590,175","10,581,665","8,510"
1,2,"Alcaraz, Carlos","9,603,879","9,603,879",0
2,3,"Medvedev, Daniil","7,833,244","7,833,244",0
3,4,"Sinner, Jannik","5,189,328","5,138,315","51,013"
4,5,"Rublev, Andrey","4,731,576","4,376,608","354,968"
5,6,"Tsitsipas, Stefanos","4,138,173","4,004,628","133,545"
6,7,"Zverev, Alexander","3,645,582","3,548,581","97,001"
7,8,"Fritz, Taylor","3,370,858","3,275,210","95,648"
8,9,"Hurkacz, Hubert","3,348,781","3,250,532","98,249"
9,10,"Rune, Holger","3,157,669","3,135,158","22,511"
10,11,"Ruud, Casper","3,042,290","3,016,208","26,082"
11,12,"de Minaur, Alex","2,693,036","2,611,602","81,434"
12,13,"Tiafoe, Frances","2,555,706","2,479,170","76,536"
13,14,"Khachanov, Karen","2,493,112","2,189,372","303,740"
14,15,"Paul, Tommy","2,460,380","2,400,937","59,443"
15,16,"Dimitrov, Grigor","2,189,436","2,150,888","38,548"
16,17,"Norrie, Cameron","2,124,229","2,037,402","86,827"
17,18,"Shelton, Ben","2,121,570","1,931,689","189,881"
18,19,"Musetti, Lorenzo","1,908,774","1,863,395","45,379"
19,20,"Cerundolo, Francisco","1,843,941","1,784,398","59,543"
20,21,"Davidovich Fokina, Alejandro","1,805,832","1,766,779","39,053"
21,22,"Jarry, Nicolas","1,673,715","1,639,389","34,326"
22,23,"Lehecka, Jiri","1,621,192","1,533,785","87,407"
23,24,"Mannarino, Adrian","1,594,422","1,518,540","75,882"
24,25,"Evans, Daniel","1,581,958","1,491,941","90,017"
25,26,"Korda, Sebastian","1,525,530","1,503,280","22,250"
26,27,"Griekspoor, Tallon","1,458,073","1,333,379","124,694"
27,28,"Bublik, Alexander","1,425,108","1,351,990","73,118"
28,29,"Coric, Borna","1,423,273","1,418,121","5,152"
29,30,"Etcheverry, Tomas Martin","1,411,239","1,316,699","94,540"
30,31,"Eubanks, Christopher","1,405,068","1,334,620","70,448"
31,32,"McDonald, Mackenzie","1,357,973","1,173,844","184,129"
32,33,"Struff, Jan-Lennard","1,278,527","1,240,777","37,750"
33,34,"Baez, Sebastian","1,260,463","1,175,855","84,608"
34,35,"Sonego, Lorenzo","1,245,272","1,205,538","39,734"
35,36,"Djere, Laslo","1,232,303","1,205,176","27,127"
36,37,"Humbert, Ugo","1,215,829","1,195,659","20,170"
37,38,"Nishioka, Yoshihito","1,203,742","1,165,661","38,081"
38,39,"Auger-Aliassime, Felix","1,186,129","1,107,948","78,181"
39,40,"Wawrinka, Stan","1,162,316","1,120,067","42,249"
40,41,"van de Zandschulp, Botic","1,157,687","958,082","199,605"
41,42,"Krajicek, Austin","1,097,698",0,"1,097,698"
42,43,"Kubler, Jason","1,095,448","745,575","349,873"
43,44,"Safiullin, Roman","1,092,256","1,068,516","23,740"
44,45,"Karatsev, Aslan","1,078,962","1,046,326","32,636"
45,46,"Zhang, Zhizhen","1,066,201","1,041,312","24,889"
46,47,"Wolf, J.J.","1,062,920","1,028,453","34,467"
47,48,"Popyrin, Alexei","1,029,591","974,939","54,652"
48,49,"Berrettini, Matteo","1,028,055","1,023,735","4,320"
49,50,"Hijikata, Rinky","1,020,752","637,148","383,604"
50,51,"Skupski, Neal","1,000,256",0,"1,000,256"
51,52,"Fucsovics, Marton","997,726","974,831","22,895"
52,53,"Koolhof, Wesley","989,496",0,"989,496"
53,54,"Kecmanovic, Miomir","988,770","922,524","66,246"
54,55,"Ruusuvuori, Emil","986,547","947,177","39,370"
55,56,"Schwartzman, Diego","973,579","939,221","34,358"
56,57,"Dodig, Ivan","969,262",0,"969,262"
57,58,"Ebden, Matthew","955,496",0,"955,496"
58,59,"Zapata Miralles, Bernabe","950,685","884,182","66,503"
59,60,"Murray, Andy","939,316","930,971","8,345"
60,61,"Bopanna, Rohan","937,429",0,"937,429"
61,62,"Purcell, Max","931,006","749,393","181,613"
62,63,"Giron, Marcos","929,476","856,052","73,424"
63,64,"Bautista Agut, Roberto","921,932","913,262","8,670"
64,65,"Arnaldi, Matteo","918,397","899,557","18,840"
65,66,"Carballes Baena, Roberto","908,850","836,395","72,455"
66,67,"Shapovalov, Denis","907,877","845,646","62,231"
67,68,"Hanfmann, Yannick","903,373","891,363","12,010"
68,69,"Altmaier, Daniel","886,965","863,856","23,109"
69,70,"Rinderknech, Arthur","881,968","795,969","85,999"
70,71,"Lajovic, Dusan","879,864","866,133","13,731"
71,72,"Thompson, Jordan","879,478","785,194","94,284"
72,73,"Barrere, Gregoire","855,380","815,569","39,811"
73,74,"Cachin, Pedro","841,232","776,076","65,156"
74,75,"O'Connell, Christopher","836,815","811,074","25,741"
75,76,"Varillas, Juan Pablo","825,679","781,134","44,545"
76,77,"Cressy, Maxime","821,795","653,019","168,776"
77,78,"Zeballos, Horacio","795,199",0,"795,199"
78,79,"Gasquet, Richard","791,980","782,865","9,115"
79,80,"Galan, Daniel Elahi","787,645","763,018","24,627"
80,81,"Granollers, Marcel","786,593",0,"786,593"
81,82,"Fils, Arthur","773,088","735,288","37,800"
82,83,"Halys, Quentin","772,617","724,990","47,627"
83,84,"Kokkinakis, Thanasi","759,029","720,914","38,115"
84,85,"Ofner, Sebastian","746,409","726,901","19,508"
85,86,"Bonzi, Benjamin","728,764","686,072","42,692"
86,87,"Munar, Jaume","720,662","677,887","42,775"
87,88,"Huesler, Marc-Andrea","720,526","661,773","58,753"
88,89,"Ramos-Vinolas, Albert","717,783","687,127","30,656"
89,90,"Molcan, Alex","716,164","690,403","25,761"
90,91,"Daniel, Taro","713,468","712,683",785
91,92,"Thiem, Dominic","687,984","666,738","21,246"
92,93,"Vukic, Aleksandar","687,537","644,933","42,604"
93,94,"Nakashima, Brandon","680,376","668,295","12,081"
94,95,"Harris, Lloyd","678,091","576,849","101,242"
95,96,"Wu, Yibing","676,107","661,630","14,477"
96,97,"Roger-Vasselin, Edouard","673,726",0,"673,726"
97,98,"Gonzalez, Santiago","673,471",0,"673,471"
98,99,"Lestienne, Constant","673,179","628,073","45,106"
99,100,"Ivashka, Ilya","670,153","638,076","32,077"
100,101,"Salisbury, Joe","661,604",0,"661,604"
101,102,"Ram, Rajeev","660,699",0,"660,699"
102,103,"Draper, Jack","659,410","659,410",0
103,104,"Mmoh, Michael","654,641","654,641",0
104,105,"Isner, John","650,344","558,040","92,304"
105,106,"Gojo, Borna","647,311","646,501",810
106,107,"Moutet, Corentin","639,334","630,607","8,727"
107,108T,"Gonzalez, Maximo","636,842",0,"636,842"
108,108T,"Molteni, Andres","636,842",0,"636,842"
109,110,"Pella, Guido","635,382","593,718","41,664"
110,111,"Van Assche, Luca","630,382","591,797","38,585"
111,112,"Borges, Nuno","627,102","609,468","17,634"
112,113,"Marozsan, Fabian","601,531","600,060","1,471"
113,114,"Muller, Alexandre","599,607","584,158","15,449"
114,115,"Shevchenko, Alexander","588,150","584,956","3,194"
115,116,"Stricker, Dominic","576,155","558,582","17,573"
116,117,"Garin, Cristian","575,405","572,725","2,680"
117,118,"Monfils, Gael","572,892","572,892",0
118,119,"Nys, Hugo","570,513","6,756","563,757"
119,120,"Fognini, Fabio","558,054","452,864","105,190"
120,121,"Zielinski, Jan","557,773",0,"557,773"
121,122,"Monteiro, Thiago","552,458","522,738","29,720"
122,123,"Ymer, Mikael","536,540","536,540",0
123,124,"Dellien, Hugo","534,383","490,042","44,341"
124,125,"Arevalo, Marcelo","514,052",0,"514,052"
125,126,"Goffin, David","511,801","508,295","3,506"
126,127,"Coria, Federico","509,442","496,445","12,997"
127,128,"Watanuki, Yosuke","507,698","507,698",0
128,129,"Rojer, Jean-Julien","506,257",0,"506,257"
129,130,"Krawietz, Kevin","500,511",0,"500,511"
130,131,"Otte, Oscar","499,767","472,882","26,885"
131,132,"Cecchinato, Marco","467,752","452,676","15,076"
132,133T,"Murray, Jamie","452,962",0,"452,962"
133,133T,"Venus, Michael","452,962",0,"452,962"
134,135,"Lammons, Nathaniel","451,480",0,"451,480"
135,136,"Albot, Radu","445,295","440,026","5,269"
136,137,"Kotov, Pavel","443,372","439,246","4,126"
137,138,"Vavassori, Andrea","442,843","270,321","172,522"
138,139,"Martinez, Pedro","442,490","400,862","41,628"
139,140,"Puetz, Tim","437,813",0,"437,813"
140,141,"Withrow, Jackson","436,580",0,"436,580"
141,142,"Broady, Liam","435,279","404,002","31,277"
142,143,"Martin, Fabrice","431,369",0,"431,369"
143,144,"Gaston, Hugo","410,045","408,173","1,872"
144,145,"Shang, Juncheng","406,699","397,160","9,539"
145,146,"Vesely, Jiri","398,139","397,655",484
146,147T,"Gille, Sander","396,790",0,"396,790"
147,147T,"Vliegen, Joran","396,790",0,"396,790"
148,149,"Cerundolo, Juan Manuel","385,431","383,194","2,237"
149,150,"Meligeni Alves, Felipe","382,606","377,456","5,150"
150,151,"Kovacevic, Aleksandar","381,755","364,673","17,082"
151,152,"Marterer, Maximilian","378,151","375,894","2,257"
