,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","3,641,920","3,641,920",0
1,2,"Sinner, Jannik","2,073,635","2,063,880","9,755"
2,3,"Medvedev, Daniil","1,740,030","1,730,275","9,755"
3,4,"Zverev, Alexander","1,606,280","1,520,680","85,600"
4,5,"Djokovic, Novak","1,559,555","1,541,705","17,850"
5,6,"de Minaur, Alex","1,533,404","1,523,649","9,755"
6,7,"Shelton, Ben","1,125,635","1,113,890","11,745"
7,8,"Auger-Aliassime, Felix","1,113,963","1,096,113","17,850"
8,9,"Fritz, Taylor","1,005,207","1,005,207",0
9,10,"Hurkacz, Hubert","910,638","903,676","6,962"
10,11,"Mensik, Jakub","907,562","907,562",0
11,12,"Cobolli, Flavio","857,607","846,237","11,370"
12,13,"Etcheverry, Tomas Martin","811,702","771,874","39,828"
13,14,"Tien, Learner","775,825","766,070","9,755"
14,15,"Bublik, Alexander","731,525","693,352","38,173"
15,16,"Griekspoor, Tallon","693,311","647,277","46,034"
16,17,"Rublev, Andrey","670,334","621,024","49,310"
17,18,"Tiafoe, Frances","658,334","648,579","9,755"
18,19,"Ruud, Casper","649,012","649,012",0
19,20,"Baez, Sebastian","619,795","603,267","16,528"
20,21,"Musetti, Lorenzo","617,665","599,150","18,515"
21,22,"Tsitsipas, Stefanos","610,215","580,620","29,595"
22,23,"Bergs, Zizou","607,836","593,143","14,693"
23,24,"Cerundolo, Francisco","601,219","570,092","31,127"
24,25,"Darderi, Luciano","596,465","563,497","32,968"
25,26,"Rinderknech, Arthur","594,346","442,543","151,803"
26,27,"Paul, Tommy","532,022","530,267","1,755"
27,28,"Vacherot, Valentin","525,212","384,829","140,383"
28,29,"Fils, Arthur","523,367","523,367",0
29,30,"Norrie, Cameron","499,527","499,527",0
30,31,"Khachanov, Karen","491,439","435,892","55,547"
31,32,"Davidovich Fokina, Alejandro","488,699","482,624","6,075"
32,33,"Wawrinka, Stan","467,610","467,610",0
33,34,"Tabilo, Alejandro","464,780","461,565","3,215"
34,35,"Humbert, Ugo","453,465","445,418","8,047"
35,36,"Nakashima, Brandon","428,165","414,750","13,415"
