,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","2,150,400","2,150,400",0
1,2,"Draper, Jack","1,754,313","1,736,888","17,425"
2,3,"Zverev, Alexander","1,672,690","1,663,165","9,525"
3,4,"Alcaraz, Carlos","1,303,876","1,303,876",0
4,5,"Fritz, Taylor","1,213,546","1,213,546",0
5,6,"de Minaur, Alex","1,198,974","1,198,974",0
6,7,"Tsitsipas, Stefanos","1,057,897","1,057,897",0
7,8,"Machac, Tomas","1,035,066","986,906","48,160"
8,9,"Rune, Holger","989,088","989,088",0
9,10,"Shelton, Ben","979,415","967,950","11,465"
10,11,"Auger-Aliassime, Felix","977,732","977,732",0
11,12,"Shapovalov, Denis","861,420","861,420",0
12,13,"Rublev, Andrey","798,937","772,802","26,135"
13,14,"Ruud, Casper","791,655","791,655",0
14,15,"Djokovic, Novak","766,630","753,700","12,930"
15,16,"Paul, Tommy","740,121","740,121",0
16,17,"Hurkacz, Hubert","731,709","726,380","5,329"
17,18,"Medvedev, Daniil","718,282","718,282",0
18,19,"Baez, Sebastian","672,023","648,360","23,663"
19,20,"Davidovich Fokina, Alejandro","666,653","663,518","3,135"
20,21,"Humbert, Ugo","653,533","644,008","9,525"
21,22,"Lehecka, Jiri","644,038","602,283","41,755"
22,23,"Griekspoor, Tallon","604,596","552,327","52,269"
23,24,"Cerundolo, Francisco","572,119","551,656","20,463"
24,25,"Sonego, Lorenzo","559,914","525,564","34,350"
25,26,"Muller, Alexandre","512,973","493,695","19,278"
26,27,"Fils, Arthur","474,986","462,326","12,660"
27,28,"Michelsen, Alex","466,798","448,873","17,925"
28,29,"Monfils, Gael","462,208","462,208",0
29,30,"Borges, Nuno","434,874","377,732","57,142"
30,31,"Kecmanovic, Miomir","434,169","403,891","30,278"
31,32,"Nakashima, Brandon","415,215","391,305","23,910"
32,33,"Giron, Marcos","412,654","400,366","12,288"
33,34,"Berrettini, Matteo","410,158","377,658","32,500"
34,35,"Munar, Jaume","391,285","325,000","66,285"
35,36,"Martinez, Pedro","384,666","305,156","79,510"
36,37,"Tien, Learner","378,468","373,483","4,985"
37,38,"Shevchenko, Alexander","377,578","363,440","14,138"
38,39,"Halys, Quentin","374,649","372,569","2,080"
39,40,"Khachanov, Karen","368,962","336,907","32,055"
40,41,"Etcheverry, Tomas Martin","364,863","333,025","31,838"
41,42,"Cobolli, Flavio","359,312","337,870","21,442"
42,43,"Carreno Busta, Pablo","353,658","338,235","15,423"
43,44,"Korda, Sebastian","349,992","228,982","121,010"
44,45T,"Heliovaara, Harri","348,537",0,"348,537"
45,45T,"Patten, Henry","348,537",0,"348,537"
46,47,"Fonseca, Joao","346,200","346,200",0
47,48,"Mensik, Jakub","345,060","324,931","20,129"
48,49,"Popyrin, Alexei","339,879","240,439","99,440"
49,50,"Marozsan, Fabian","338,341","338,341",0
50,51,"Zhang, Zhizhen","335,959","305,439","30,520"
51,52,"Bergs, Zizou","323,857","318,642","5,215"
52,53,"Vavassori, Andrea","318,457","60,305","258,152"
53,54,"Carballes Baena, Roberto","318,119","298,841","19,278"
54,55T,"Arevalo, Marcelo","316,061",0,"316,061"
