,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","5,540,127","5,521,867","18,260"
1,2,"Alcaraz, Carlos","4,365,354","4,365,354",0
2,3,"Zverev, Alexander","3,114,124","2,986,724","127,400"
3,4,"Medvedev, Daniil","1,963,065","1,953,310","9,755"
4,5,"de Minaur, Alex","1,856,420","1,828,405","28,015"
5,6,"Fils, Arthur","1,853,638","1,853,638",0
6,7,"Shelton, Ben","1,806,116","1,769,419","36,697"
7,8,"Djokovic, Novak","1,559,555","1,541,705","17,850"
8,9,"Cobolli, Flavio","1,455,760","1,435,885","19,875"
9,10,"Auger-Aliassime, Felix","1,422,237","1,404,387","17,850"
10,11,"Lehecka, Jiri","1,260,233","1,226,807","33,426"
11,12,"Etcheverry, Tomas Martin","1,211,666","1,153,988","57,678"
12,13,"Rublev, Andrey","1,145,981","1,088,166","57,815"
13,14,"Fritz, Taylor","1,110,927","1,110,927",0
14,15,"Hurkacz, Hubert","1,100,033","1,093,071","6,962"
15,16,"Mensik, Jakub","1,093,747","1,078,171","15,576"
16,17,"Vacherot, Valentin","1,045,913","862,791","183,122"
17,18,"Cerundolo, Francisco","1,044,677","1,007,112","37,565"
18,19,"Bublik, Alexander","1,029,315","972,784","56,531"
19,20,"Ruud, Casper","990,579","982,074","8,505"
20,21,"Tiafoe, Frances","888,499","878,744","9,755"
21,22,"Tien, Learner","882,169","860,478","21,691"
22,23,"Paul, Tommy","879,301","867,515","11,786"
23,24,"Musetti, Lorenzo","871,332","852,817","18,515"
24,25,"Tsitsipas, Stefanos","860,135","803,678","56,457"
25,26,"Darderi, Luciano","854,961","772,939","82,022"
26,27,"Bergs, Zizou","849,282","826,083","23,199"
27,28,"Griekspoor, Tallon","840,120","775,729","64,391"
28,29,"Jodar, Rafael","830,626","810,161","20,465"
29,30,"Rinderknech, Arthur","798,903","638,594","160,309"
30,31,"Norrie, Cameron","797,810","789,305","8,505"
31,32,"Baez, Sebastian","760,634","744,106","16,528"
32,33,"Tabilo, Alejandro","718,616","687,520","31,096"
33,34,"Fonseca, Joao","694,438","618,593","75,845"
34,35,"Blockx, Alexander","687,737","687,157",580
35,36,"Khachanov, Karen","681,166","617,113","64,053"
36,37,"Machac, Tomas","680,933","643,856","37,077"
37,38,"Humbert, Ugo","648,754","640,707","8,047"
38,39T,"Heliovaara, Harri","638,662",0,"638,662"
39,39T,"Patten, Henry","638,662",0,"638,662"
40,41,"Cilic, Marin","589,806","589,806",0
41,42,"Davidovich Fokina, Alejandro","588,442","582,367","6,075"
42,43,"Nakashima, Brandon","580,787","549,015","31,772"
43,44,"Marozsan, Fabian","575,450","549,086","26,364"
44,45,"Kopriva, Vit","571,371","570,764",607
45,46,"Shapovalov, Denis","571,347","570,372",975
46,47,"Michelsen, Alex","548,051","521,974","26,077"
47,48,"Quinn, Ethan","547,926","534,235","13,691"
48,49,"Moutet, Corentin","541,317","519,945","21,372"
49,50,"Vavassori, Andrea","536,681","23,391","513,290"
50,51,"Borges, Nuno","534,748","518,585","16,163"
51,52,"Wawrinka, Stan","529,371","529,371",0
52,53,"van de Zandschulp, Botic","506,144","467,210","38,934"
53,54,"Atmane, Terence","504,759","490,066","14,693"
54,55,"Kecmanovic, Miomir","496,784","492,974","3,810"
55,56,"Guinard, Manuel","493,590",0,"493,590"
56,57,"Korda, Sebastian","490,625","471,020","19,605"
57,58,"Andreozzi, Guido","490,385",0,"490,385"
58,59,"Halys, Quentin","473,329","449,849","23,480"
59,60,"Navone, Mariano","444,221","444,221",0
60,61T,"Harrison, Christian","443,733",0,"443,733"
61,61T,"Skupski, Neal","443,733",0,"443,733"
62,63,"Medjedovic, Hamad","432,778","432,778",0
63,64,"Ugo Carabelli, Camilo","429,504","395,901","33,603"
64,65,"Mannarino, Adrian","426,856","412,163","14,693"
65,66,"Bolelli, Simone","404,136",0,"404,136"
66,67,"Munar, Jaume","396,334","374,962","21,372"
67,68,"Dzumhur, Damir","395,313","377,860","17,453"
68,69,"Shevchenko, Aleksandr","393,909","377,300","16,609"
69,70,"Hijikata, Rinky","389,492","357,596","31,896"
