,Rank,diff,pct,women,men
0,1,3370789,72.06153907870578,"SABALENKA, ARYNA","Sinner, Jannik"
1,2,1607145,82.38327809832862,"SWIATEK, IGA","Alcaraz, Carlos"
2,3,2443805,67.30522008994993,"PAOLINI, JASMINE","Zverev, Alexander"
3,4,339409,93.05664433286637,"GAUFF, COCO","Medvedev, Daniil"
4,5,847173,82.19774123491345,"PEGULA, JESSICA","Fritz, Taylor"
5,6,686575,84.47335600073723,"KREJCIKOVA, BARBORA","Djokovic, Novak"
6,7,686752,82.57552634189624,"ZHENG, QINWEN","Ruud, Casper"
7,8,607901,84.00183061495609,"RYBAKINA, ELENA","Rublev, Andrey"
8,9,997078,73.40448743493678,"NAVARRO, EMMA","de Minaur, Alex"
9,10,850010,75.90964124492974,"MERTENS, ELISE","Tsitsipas, Stefanos"
10,11,833068,73.85268808834496,"COLLINS, DANIELLE","Dimitrov, Grigor"
11,12,678440,76.9310519180543,"OSTAPENKO, JELENA","Paul, Tommy"
12,13,811330,71.1996927323534,"BADOSA, PAULA","Humbert, Ugo"
13,14,744255,72.8871321754811,"HADDAD MAIA, BEATRIZ","Draper, Jack"
14,15,745977,72.67291325983366,"DOLEHIDE, CAROLINE","Hurkacz, Hubert"
15,16,804887,70.5120558510463,"ANDREEVA, MIRRA","Thompson, Jordan"
16,17,813582,70.18901593362,"SINIAKOVA, KATERINA","Tiafoe, Frances"
17,18,823332,69.68562717163866,"KALINSKAYA, ANNA","Musetti, Lorenzo"
18,19,821530,69.65326940374453,"VEKIC, DONNA","Rune, Holger"
19,20,690120,72.60979676431097,"SAKKARI, MARIA","Khachanov, Karen"
20,21,608245,74.69001515490712,"KOSTYUK, MARTA","Shelton, Ben"
21,22,559881,76.04075819730008,"MUCHOVA, KAROLINA","Popyrin, Alexei"
22,23,565322,74.97521079676041,"KASATKINA, DARIA","Fils, Arthur"
23,24,597059,72.678221523407,"SHNAIDER, DIANA","Korda, Sebastian"
24,25,492641,75.58855621746278,"HSIEH, SU-WEI","Machac, Tomas"
25,26,347555,80.89286303312846,"YASTREMSKA, DAYANA","Cerundolo, Francisco"
26,27,341117,81.11560207557478,"KEYS, MADISON","Jarry, Nicolas"
27,28,316730,82.2149623865518,"SAMSONOVA, LIUDMILA","Auger-Aliassime, Felix"
28,29,330607,81.30309996635081,"SVITOLINA, ELINA","Tabilo, Alejandro"
29,30,338635,80.79451231270063,"PUTINTSEVA, YULIA","Griekspoor, Tallon"
30,31,346086,80.34069181296715,"ERRANI, SARA","Baez, Sebastian"
31,32,301375,82.41896389288328,"AZARENKA, VICTORIA","Bublik, Alexander"
32,33,290387,82.60406726009582,"ALEXANDROVA, EKATERINA","Zhang, Zhizhen"
33,34,263235,83.75249050091472,"NOSKOVA, LINDA","Arnaldi, Matteo"
34,35,266065,83.53750706136472,"GARCIA, CAROLINE","Cobolli, Flavio"
35,36,261792,83.63825565225544,"FERNANDEZ, LEYLAH","Purcell, Max"
36,37,292676,81.53092010316271,"POTAPOVA, ANASTASIA","Etcheverry, Tomas Martin"
37,38,267683,82.78544882541972,"WANG, XINYU","Lehecka, Jiri"
38,39,169660,88.32389458608874,"PAVLYUCHENKOVA, ANASTASIA","Borges, Nuno"
39,40,168622,88.3183856812901,"KENIN, SOFIA","Mpetshi Perricard, Giovanni"
40,41,145476,89.74892345938953,"TOWNSEND, TAYLOR","Nakashima, Brandon"
41,42,156644,88.92984653133684,"KRAWCZYK, DESIRAE","Mannarino, Adrian"
42,43,188196,86.64314144092481,"BOULTER, KATIE","Struff, Jan-Lennard"
43,44,176679,86.95743647361576,"VONDROUSOVA, MARKETA","Kecmanovic, Miomir"
44,45,169467,87.2742618948747,"KUDERMETOVA, VERONIKA","Michelsen, Alex"
45,46,181944,86.23513390830685,"BUCSA, CRISTINA","Marozsan, Fabian"
46,47,179145,86.27277143737251,"FRECH, MAGDALENA","Monfils, Gael"
47,48,215814,83.02577743660248,"SIEGEMUND, LAURA","Norrie, Cameron"
48,49,188623,84.7780456134886,"JABEUR, ONS","Davidovich Fokina, Alejandro"
49,50,214953,82.50846083927294,"ANISIMOVA, AMANDA","Sonego, Lorenzo"
50,51,181501,84.46091663819992,"WANG, YAFAN","Shapovalov, Denis"
51,52,177297,84.68324095319714,"STEARNS, PEYTON","Giron, Marcos"
52,53,166510,85.35463834286031,"AVANESYAN, ELINA","Mensik, Jakub"
53,54,172873,84.78580185362343,"SORRIBES TORMO, SARA","Safiullin, Roman"
54,55,175858,84.51347578937171,"BOUZKOVA, MARIE","Bautista Agut, Roberto"
55,56,161830,85.50192301317755,"LINETTE, MAGDA","Darderi, Luciano"
56,57,130427,87.9730815088445,"YUAN, YUE","Shang, Juncheng"
57,58,115175,89.20930711899977,"KRUEGER, ASHLYN","Navone, Mariano"
58,59,162571,84.7496803521895,"KALININA, ANHELINA","Martinez, Pedro"
59,60,158977,84.89747798892702,"WOZNIACKI, CAROLINE","Carballes Baena, Roberto"
60,61,152545,85.41682201534559,"COCCIARETTO, ELISABETTA","Rinderknech, Arthur"
61,62,151717,85.46692683412792,"STEPHENS, SLOANE","Vavassori, Andrea"
62,63,169284,83.71008328562012,"OSAKA, NAOMI","Granollers, Marcel"
63,64,179048,82.7705098658096,"RUS, ARANTXA","Zeballos, Horacio"
64,65,175039,82.9691654901793,"GRACHEVA, VARVARA","Arevalo, Marcelo"
65,66,178680,82.61490576263138,"PARRY, DIANE","Pavic, Mate"
66,67,208608,79.67872972578053,"ZHANG, SHUAI","Mektic, Nikola"
67,68,204825,79.94674002966502,"BLINKOVA, ANNA","Koolhof, Wesley"
68,69,195406,80.64219574557454,"TAUSON, CLARA","Shevchenko, Alexander"
69,70,171915,82.53755266718402,"TOMOVA, VIKTORIYA","van de Zandschulp, Botic"
70,71,167281,82.9016174269991,"SUN, LULU","Goffin, David"
71,72,188372,80.73884266591955,"KICHENOK, LYUDMYLA","Muller, Alexandre"
72,73,174659,81.8254563692952,"BUREL, CLARA","Munar, Jaume"
73,74,181361,80.89645844876222,"MARIA, TATJANA","Seyboth Wild, Thiago"
74,75,195948,79.33985987442472,"PLISKOVA, KAROLINA","Ofner, Sebastian"
75,76,188582,79.90053760002729,"MINNEN, GREET","Kotov, Pavel"
76,77,181903,80.47109092763472,"ROUTLIFFE, ERIN","Vukic, Aleksandar"
77,78,180404,80.57962714572061,"BRONZETTI, LUCIA","O'Connell, Christopher"
78,79,189644,79.57533885116396,"CIRSTEA, SORANA","Hijikata, Rinky"
79,80,181369,80.23562206316964,"WANG, XIYU","Berrettini, Matteo"
80,81,149796,82.96161825726142,"PERA, BERNARDA","Lajovic, Dusan"
81,82,176226,79.74714094117078,"TOMLJANOVIC, AJLA","Cazaux, Arthur"
82,83,182901,78.92831056435874,"PODOROSKA, NADIA","Coric, Borna"
83,84,177679,79.30981880851459,"VOLYNETS, KATIE","Kokkinakis, Thanasi"
84,85,166963,80.16699055882087,"CRISTIAN, JAQUELINE","Nishioka, Yoshihito"
85,86,168131,79.96534799172069,"RADUCANU, EMMA","Bolelli, Simone"
86,87,167038,80.06123508663035,"TSURENKO, LESIA","Koepfer, Dominik"
87,88,171714,79.44918246249811,"DART, HARRIET","Altmaier, Daniel"
88,89,161883,80.2787577845566,"OSORIO, CAMILA","Hanfmann, Yannick"
89,90,174695,78.45904388463482,"TREVISAN, MARTINA","Eubanks, Christopher"
90,91,158000,80.03888627092284,"BOGDAN, ANA","Bergs, Zizou"
91,92,142463,81.62182732931274,"KERBER, ANGELIQUE","Heliovaara, Harri"
92,93,149217,80.61741817572491,"BOUZAS MANEIRO, JESSICA","Bopanna, Rohan"
93,94,152231,80.10912925257176,"PARKS, ALYCIA","Ebden, Matthew"
94,95,154553,79.76506723680369,"STARODUBTSEVA, YULIIA","Daniel, Taro"
95,96,157632,79.34141859995754,"RAKHIMOVA, KAMILLA","Patten, Henry"
96,97,148317,80.24836531674902,"KORPATSCH, TAMARA","Evans, Daniel"
97,98,142751,80.63106335056513,"HUNTER, STORM","Kovacevic, Aleksandar"
98,99,130849,81.93661407974732,"SAVILLE, DARIA","Ruusuvuori, Emil"
99,100,129357,82.04080895981163,"MARTIC, PETRA","Gaston, Hugo"
100,101,136322,81.06996456224935,"UCHIJIMA, MOYUKA","Diaz Acosta, Facundo"
101,102,129325,81.74087502611977,"GOLUBIC, VIKTORIJA","McDonald, Mackenzie"
102,103,120216,82.78087642554507,"ANDREEVA, ERIKA","Moutet, Corentin"
103,104,123706,82.11206242110241,"DABROWSKI, GABRIELA","Wawrinka, Stan"
104,105,131337,80.97091964398261,"SHERIF, MAYAR","Fognini, Fabio"
105,106,140931,79.5248901648109,"DODIN, OCEANE","Fucsovics, Marton"
106,107,134356,80.2872489799272,"ZHU, LIN","Nagal, Sumit"
107,108,128193,80.937843866171,"HIBINO, NAO","Krawietz, Kevin"
108,109,122046,81.61874783499255,"DANILOVIC, OLGA","Puetz, Tim"
109,110,107296,83.3987300251272,"NIEMEIER, JULE","Djere, Laslo"
110,111,110059,82.9015439396717,"SCHMIEDLOVA, ANNA KAROLINA","Halys, Quentin"
111,112,106781,83.26096225835377,"BAPTISTE, HAILEY","Van Assche, Luca"
112,113,127556,79.83071563990785,"ZARAZUA, RENATA","Walton, Adam"
113,114,113151,81.67366618995405,"RUSE, ELENA-GABRIELA","Venus, Michael"
