,Rank,diff,pct,women,men
0,1,3220540,69.5893599491982,"SABALENKA, ARYNA","Djokovic, Novak"
1,2,3949552,58.45604740292444,"GAUFF, COCO","Alcaraz, Carlos"
2,3,2321788,70.14727403781743,"SWIATEK, IGA","Medvedev, Daniil"
3,4,396936,92.20528425549345,"RYBAKINA, ELENA","Sinner, Jannik"
4,5,-190467,104.70000389884136,"VONDROUSOVA, MARKETA","Rublev, Andrey"
5,6,-125824,103.1059310486467,"PEGULA, JESSICA","Tsitsipas, Stefanos"
6,7,810259,77.58431757903914,"MUCHOVA, KAROLINA","Zverev, Alexander"
7,8,580589,82.43873858995462,"JABEUR, ONS","Fritz, Taylor"
8,9,690403,77.91970919641396,"KVITOVA, PETRA","Rune, Holger"
9,10,588877,80.00645087910205,"KEYS, MADISON","Ruud, Casper"
10,11,434526,83.57441027344986,"SAKKARI, MARIA","de Minaur, Alex"
11,12,523989,79.17216356872595,"HADDAD MAIA, BEATRIZ","Tiafoe, Frances"
12,13,446519,81.55346664397268,"KREJCIKOVA, BARBORA","Khachanov, Karen"
13,14,541887,77.07196124268805,"OSTAPENKO, JELENA","Paul, Tommy"
14,15,362284,82.56196839451836,"AZARENKA, VICTORIA","Hurkacz, Hubert"
15,16,371081,81.73426548642946,"MERTENS, ELISE","Norrie, Cameron"
16,17,294342,84.73405096740565,"LINETTE, MAGDA","Shelton, Ben"
17,18,275961,85.30472248359727,"BENCIC, BELINDA","Musetti, Lorenzo"
18,19,321224,82.51176910291316,"GARCIA, CAROLINE","Dimitrov, Grigor"
19,20,314992,82.25344193375915,"CIRSTEA, SORANA","Davidovich Fokina, Alejandro"
20,21,289493,83.42900286550665,"SVITOLINA, ELINA","Cerundolo, Francisco"
21,22,211981,86.59448541292369,"ALEXANDROVA, EKATERINA","Lehecka, Jiri"
22,23,163275,89.32593378058395,"KASATKINA, DARIA","Mannarino, Adrian"
23,24,178057,88.33321976060617,"KUDERMETOVA, VERONIKA","Evans, Daniel"
24,25,167164,88.77528957528958,"SAMSONOVA, LIUDMILA","Jarry, Nicolas"
25,26,187899,86.83432035583259,"WANG, XINYU","Griekspoor, Tallon"
26,27,186207,86.9338323832299,"VEKIC, DONNA","Bublik, Alexander"
27,28,221474,84.43910620098885,"BOUZKOVA, MARIE","Coric, Borna"
28,29,229317,83.38708766012198,"ZHENG, QINWEN","Etcheverry, Tomas Martin"
29,30,214109,84.13182262183743,"TREVISAN, MARTINA","Eubanks, Christopher"
30,31,256449,80.54371592576463,"PLISKOVA, KAROLINA","McDonald, Mackenzie"
31,32,186875,85.02174501980537,"POTAPOVA, ANASTASIA","Struff, Jan-Lennard"
32,33,157447,87.02690989030548,"PERA, BERNARDA","Djere, Laslo"
33,34,167262,86.1157987968719,"SINIAKOVA, KATERINA","Baez, Sebastian"
34,35,155023,86.96740316535828,"KALININA, ANHELINA","Sonego, Lorenzo"
35,36,142527,87.84787915321304,"TOWNSEND, TAYLOR","Nishioka, Yoshihito"
36,37,136897,88.23792728663055,"FERNANDEZ, LEYLAH","Korda, Sebastian"
37,38,134265,88.28642319107617,"KOSTYUK, MARTA","Auger-Aliassime, Felix"
38,39,160568,85.9601138803976,"HUNTER, STORM","Wawrinka, Stan"
39,40,153666,86.3626440137664,"MARTIC, PETRA","van de Zandschulp, Botic"
40,41,216251,80.25912685951319,"TSURENKO, LESIA","Kubler, Jason"
41,42,213854,80.35672295460223,"HSIEH, SU-WEI","Krajicek, Austin"
42,43,203873,80.77217622903663,"COLLINS, DANIELLE","Karatsev, Aslan"
43,44,193999,81.28300816412379,"ZHU, LIN","Safiullin, Roman"
44,45,192648,81.26092475597123,"BEGU, IRINA-CAMELIA","Berrettini, Matteo"
45,46,207535,79.70027994217267,"KENIN, SOFIA","Humbert, Ugo"
46,47,198293,80.2087190507036,"BRONZETTI, LUCIA","Popyrin, Alexei"
47,48,185613,81.18558973875548,"GRACHEVA, VARVARA","Ruusuvuori, Emil"
48,49,179057,81.54260857016214,"SIEGEMUND, LAURA","Kecmanovic, Miomir"
49,50,199783,79.38779216009145,"PAVLYUCHENKOVA, ANASTASIA","Zhang, Zhizhen"
50,51,210507,78.27452858326771,"ANDREESCU, BIANCA","Skupski, Neal"
51,52,217374,77.49670019100071,"STEPHENS, SLOANE","Wolf, J.J."
52,53,235861,75.43759346504876,"SHERIF, MAYAR","Dodig, Ivan"
53,54,234333,75.54397342464524,"DOLEHIDE, CAROLINE","Koolhof, Wesley"
54,55,220490,76.59232490689585,"STEARNS, PEYTON","Fucsovics, Marton"
55,56,213604,77.04473720692557,"SCHMIEDLOVA, ANNA KAROLINA","Zapata Miralles, Bernabe"
56,57,213837,76.95950401468819,"PARKS, ALYCIA","Hijikata, Rinky"
57,58,212468,76.92210771449922,"BLINKOVA, ANNA","Murray, Andy"
58,59,214423,76.6792357613402,"SORRIBES TORMO, SARA","Bautista Agut, Roberto"
59,60,217866,76.0026964005036,"STRYCOVA, BARBORA","Shapovalov, Denis"
60,61,217964,75.74380335436256,"COCCIARETTO, ELISABETTA","Giron, Marcos"
61,62,220241,75.40899224667714,"PUTINTSEVA, YULIA","Purcell, Max"
62,63,216747,75.61045046180436,"FRUHVIRTOVA, LINDA","Carballes Baena, Roberto"
63,64,207949,76.27842723904433,"PAOLINI, JASMINE","Schwartzman, Diego"
64,65,212269,75.67084017201383,"ZHANG, SHUAI","Hanfmann, Yannick"
65,66,212754,75.49778015789383,"SASNOVICH, ALIAKSANDRA","Altmaier, Daniel"
66,67,208169,75.88705305638312,"BUCSA, CRISTINA","Rinderknech, Arthur"
67,68,209770,75.68242125507317,"ANDREEVA, MIRRA","Arnaldi, Matteo"
68,69,209938,75.61180179782487,"GIORGI, CAMILA","Thompson, Jordan"
69,70,205431,75.53420050353354,"BADOSA, PAULA","Ebden, Matthew"
70,71,202473,75.44278619033469,"WANG, XIYU","Barrere, Gregoire"
71,72,213786,74.05805648384771,"NOSKOVA, LINDA","Lajovic, Dusan"
72,73,223297,72.82165630678713,"TEICHMANN, JIL","Bopanna, Rohan"
73,74,228542,72.06617328012418,"BOGDAN, ANA","O'Connell, Christopher"
74,75,229827,71.84982950202834,"DAVIS, LAUREN","Cachin, Pedro"
75,76,227609,72.0452465902322,"DABROWSKI, GABRIELA","Cressy, Maxime"
76,77,223925,72.2528218046911,"MARIA, TATJANA","Varillas, Juan Pablo"
77,78,191060,75.29353954378524,"CORNET, ALIZÉ","Gasquet, Richard"
78,79,189420,75.28776795394148,"PODOROSKA, NADIA","Galan, Daniel Elahi"
79,80,165648,77.66740547798936,"LIU, CLAIRE","Halys, Quentin"
80,81,177429,75.56205658373723,"BONDAR, ANNA","Kokkinakis, Thanasi"
81,82,179298,75.27786855069886,"OSORIO, CAMILA","Bonzi, Benjamin"
82,83,180598,74.89253440845266,"FRECH, MAGDALENA","Huesler, Marc-Andrea"
83,84,184398,74.29340961749182,"BOULTER, KATIE","Fils, Arthur"
84,85,185808,74.0318983011052,"MASAROVA, REBEKA","Ofner, Sebastian"
85,86,187136,73.76971973620581,"RAKHIMOVA, KAMILLA","Molcan, Alex"
86,87,192255,72.98476506841808,"AVANESYAN, ELINA","Ramos-Vinolas, Albert"
87,88,176435,74.60665392453743,"TOMOVA, VIKTORIYA","Daniel, Taro"
88,89,171518,75.13428252899126,"ROUTLIFFE, ERIN","Munar, Jaume"
89,90,177257,74.14201563233951,"PARRY, DIANE","Thiem, Dominic"
90,91,172886,74.42919537883796,"BUREL, CLARA","Wu, Yibing"
91,92,174852,74.01674143795667,"NAVARRO, EMMA","Harris, Lloyd"
92,93,173812,74.00553353772527,"MINNEN, GREET","Ivashka, Ilya"
93,94,164041,75.03165924906696,"VOLYNETS, KATIE","Roger-Vasselin, Edouard"
94,95,166149,74.70098562446992,"PARRIZAS DIAZ, NURIA","Gonzalez, Santiago"
95,96,171285,73.88884484987439,"GALFI, DALMA","Draper, Jack"
96,97,171140,73.85742720055725,"KALINSKAYA, ANNA","Mmoh, Michael"
97,98,173205,73.50641364900376,"MARINO, REBECCA","Lestienne, Constant"
98,99,172789,73.43113798236011,"ZVONAREVA, VERA","Isner, John"
99,100,172027,73.43794874328718,"JUVAN, KAJA","Vukic, Aleksandar"
100,101,172871,73.29398079130434,"KANEPI, KAIA","Gojo, Borna"
101,102,172324,73.27788064024911,"BRENGLE, MADISON","Salisbury, Joe"
102,103,181872,71.75764671901909,"ROGERS, SHELBY","Ram, Rajeev"
103,104,175611,72.3613511242056,"NIEMEIER, JULE","Pella, Guido"
104,105,170776,72.65860398395148,"STEFANI, LUISA","Nakashima, Brandon"
105,106,172826,72.08751701872342,"BAINDL, KATERYNA","Moutet, Corentin"
106,107,183495,70.00353101572283,"RUSE, ELENA-GABRIELA","Van Assche, Luca"
107,108,177925,70.616504301212,"PETERSON, REBECCA","Gonzalez, Maximo"
108,109,181425,70.038495393269,"SHIBAHARA, ENA","Molteni, Andres"
109,110,180547,69.81132390956122,"ZANEVSKA, MARYNA","Borges, Nuno"
110,111,164392,71.70275429600291,"KORPATSCH, TAMARA","Muller, Alexandre"
111,112,160347,72.20222802400691,"GRABHER, JULIA","Zeballos, Horacio"
112,113,171366,70.11541157882621,"BIRRELL, KIMBERLY","Stricker, Dominic"
113,114,171207,70.1153096918791,"RUS, ARANTXA","Monfils, Gael"
114,115,173213,69.58454055382887,"YASTREMSKA, DAYANA","Shevchenko, Alexander"
115,116,182739,67.84054992010249,"DART, HARRIET","Granollers, Marcel"
116,117,177811,68.33302760626391,"AOYAMA, SHUKO","Nys, Hugo"
117,118,166454,69.66741562386677,"BURRAGE, JODIE","Zielinski, Jan"
118,119,162750,70.11129067802835,"PEREZ, ELLEN","Garin, Cristian"
119,120,157195,70.78833131397224,"FRIEDSAM, ANNA-LENA","Fognini, Fabio"
120,121,156733,70.78819845677862,"KATO, MIYU","Ymer, Mikael"
121,122,154355,71.06953956419224,"GADECKI, OLIVIA","Monteiro, Thiago"
122,123,154070,70.85915098693418,"MARTINCOVA, TEREZA","Dellien, Hugo"
123,124,140838,72.37343857887139,"MCNALLY, CATY","Goffin, David"
124,125,131175,73.75276879025627,"UDVARDY, PANNA","Otte, Oscar"
125,126,129661,73.90901023629812,"KOVINIC, DANKA","Coria, Federico"
126,127,123361,74.50065215459061,"GOLUBIC, VIKTORIJA","Krawietz, Kevin"
127,128,127428,73.60301779229684,"KICHENOK, LYUDMYLA","Arevalo, Marcelo"
128,129,123390,74.12193040038757,"TAUSON, CLARA","Watanuki, Yosuke"
129,130,126203,73.42770275107277,"KRAWCZYK, DESIRAE","Rojer, Jean-Julien"
130,131,119485,74.45548068207084,"CRISTIAN, JAQUELINE","Cecchinato, Marco"
131,132,98015,77.98874903154089,"DAY, KAYLA","Albot, Radu"
132,133,97537,77.95624562117206,"MELICHAR-MARTINEZ, NICOLE","Lammons, Nathaniel"
133,134,93689,78.64010159112308,"KONTAVEIT, ANETT","Vavassori, Andrea"
134,135,99342,77.31917808219178,"KRUEGER, ASHLYN","Martinez, Pedro"
135,136,99174,77.2657668396633,"ERRANI, SARA","Murray, Jamie"
136,137,99501,77.19080672669588,"WICKMAYER, YANINA","Venus, Michael"
137,138,99314,77.10477297038103,"BRADY, JENNIFER","Broady, Liam"
138,139,99201,77.00321534463534,"HRUNCAKOVA, VIKTORIA","Martin, Fabrice"
139,140,97878,77.10830975045022,"SHNAIDER, DIANA","Withrow, Jackson"
140,141,96761,77.21726723049973,"HIBINO, NAO","Kotov, Pavel"
141,142,97343,76.88270483491378,"BONAVENTURE, YSALINE","Puetz, Tim"
142,143,97818,76.54615816201752,"MANDLIK, ELIZABETH","Marozsan, Fabian"
143,144,89282,78.04289016772417,"SCHUURS, DEMI","Gaston, Hugo"
144,145,82748,79.1842546147925,"WOZNIACKI, CAROLINE","Vesely, Jiri"
145,146,76443,80.30017601323578,"ZIDANSEK, TAMARA","Shang, Juncheng"
146,147,78388,79.785445355614,"DANILOVIC, OLGA","Gille, Sander"
147,148,80529,79.23332817576977,"SUTJIADI, ALDILA","Vliegen, Joran"
148,149,78705,79.2748501669493,"WALTERT, SIMONA","Cerundolo, Juan Manuel"
149,150,80612,78.74329893916901,"JEANJEAN, LEOLIA","Meligeni Alves, Felipe"
150,151,74974,79.7791658575528,"STEFANINI, LUCREZIA","Marterer, Maximilian"
151,152,69891,80.761915247939,"FRUHVIRTOVA, BRENDA","Glasspool, Lloyd"
152,153,66854,81.33508291920263,"CHAN, HAO-CHING","Seyboth Wild, Thiago"
153,154,71964,79.73843879777574,"SHYMANOVICH, IRYNA","Koepfer, Dominik"
154,155,74531,78.99168191132821,"MONTGOMERY, ROBIN","Machac, Tomas"
155,156,66227,80.82849657687909,"DANILINA, ANNA","Kovacevic, Aleksandar"
156,157,65901,80.84757633970479,"ANDREEVA, ERIKA","Mahut, Nicolas"
157,158,57795,82.79337160005717,"PIGOSSI, LAURA","Haase, Robin"
158,159,51056,84.47272782567705,"BOLSOVA , ALIONA","Couacaud, Enzo"
159,160,49523,84.86123126492157,"RISKE-AMRITRAJ, ALISON","Kudla, Denis"
160,161,50224,84.61599723097753,"LYS, EVA","Heliovaara, Harri"
161,162,49091,84.80319470026467,"MLADENOVIC, KRISTINA","Brouwer, Gijs"
162,163,62170,80.70519007730958,"STEVANOVIC, NATALIJA","Chardy, Jeremy"
163,164,65949,79.50863477898818,"SAVILLE, DARIA","Medjedovic, Hamad"
164,165,59232,81.16827169168259,"VICKERY, SACHIA","Skatov, Timofey"
165,166,58472,81.34293116871514,"UCHIJIMA, MOYUKA","Mies, Andreas"
166,167,60025,80.78935661547028,"WATSON, HEATHER","Zeppieri, Giulio"
167,168,61365,80.26265004438612,"BJORKLUND, MIRJAM","Nava, Emilio"
168,169,64402,79.27843576353698,"YUAN, YUE","Nadal, Rafael"
169,170,64249,79.28260259705084,"CHAN, LATISHA","Barrios Vera, Tomas"
170,171,65757,78.66777831125184,"BOUZAS MANEIRO, JESSICA","Peers, John"
171,172,65864,78.5256431156467,"DODIN, OCEANE","Rodionov, Jurij"
172,173,68057,77.76917599252626,"PAPAMICHAIL, DESPINA","Pavic, Mate"
173,174,65423,78.41181323213992,"RADUCANU, EMMA","Melo, Marcelo"
174,175,65075,78.45548238861907,"OLMOS, GIULIANA","Paire, Benoit"
175,176,68092,77.31945027346431,"BASSOLS RIBERA, MARINA","Tabilo, Alejandro"
176,177,65300,77.99071767786904,"YANG, ZHAOXUAN","Kwon, Soonwoo"
177,178,66663,77.4716380484409,"SWAN, KATIE","Tirante, Thiago Agustin"
178,179,64565,78.00747333748897,"MUHAMMAD, ASIA","Diaz Acosta, Facundo"
179,180,65260,77.72133576398134,"MIYAZAKI, YURIKO LILY","Krajinovic, Filip"
180,181,68240,76.60273333836204,"FOURLIS, JAIMEE","Mektic, Nikola"
181,182,74333,74.44916506830009,"ARANGO, EMILIANA","Raonic, Milos"
182,183,70957,75.22650066510022,"VANDEWEGHE, COCO","Bergs, Zizou"
183,184,72869,74.47474061048487,"TIG, PATRICIA MARIA","Ymer, Elias"
184,185,70630,75.05465513405076,"BEJLEK, SARA","Middelkoop, Matwe"
185,186,66320,75.90939141426983,"XU, YIFAN","Bagnis, Facundo"
186,187,68881,74.95454942114142,"FERRO, FIONA","Miedler, Lucas"
187,188,71528,73.68852790683131,"SEBOV, KATHERINE","Virtanen, Otto"
188,189,69704,73.9050678167245,"BABOS, TIMEA","Choinski, Jan"
189,190,69198,74.03247535453075,"JACQUEMOT, ELSA","Svrcina, Dalibor"
190,191,71765,73.0475278388072,"PONCHET, JESSIKA","Cazaux, Arthur"
191,192,70807,73.2107252441253,"HARTONO, ARIANNE","Olivieri, Genaro Alberto"
192,193,70392,73.20298759735958,"WILLIAMS, VENUS","Erler, Alexander"
193,194,71302,72.647585728041,"WANG, YAFAN","Hsu, Yu Hsiou"
194,195,73805,71.38342832771121,"ZHAO, CAROL","Grenier, Hugo"
195,196,75771,70.49323966478707,"IN-ALBON, YLENA","Michelsen, Alex"
196,197,71915,71.52681820161459,"VAN UYTVANCK, ALISON","Holt, Brandon"
197,198,69758,72.0812771901177,"NAEF, CELINE","Lokoli, Laurent"
198,199,71640,71.24485225055993,"NICULESCU, MONICA","Cobolli, Flavio"
199,200,63225,73.6679896879308,"JANICIJEVIC, SELENA","Bolelli, Simone"
200,201,63821,73.34672518991519,"ANISIMOVA, AMANDA","Duckworth, James"
201,202,65513,72.4087246937134,"MATTEK-SANDS, BETHANIE","Moreno De Alboran, Nicolas"
202,203,67342,71.49918952433755,"KUCOVA, KRISTINA","Nardi, Luca"
203,204,66930,71.5658535341949,"HAN, NA LAE","Mensik, Jakub"
204,205,68196,70.95842808595447,"HON, PRISCILLA","Coppejans, Kimmer"
205,206,68146,70.89270459593371,"LI, ANN","Polmans, Marc"
206,207,65923,71.55045550861172,"BAI, ZHUOXUAN","Passaro, Francesco"
207,208,61128,72.77331136004275,"BETOVA, MARGARITA","Bellucci, Mattia"
208,209,61130,72.75033098117531,"HONTAMA, MAI","Shimabukuro, Sho"
209,210,57416,73.58118989555055,"EIKERI, ULRIKKE","Mayot, Harold"
210,211,56908,73.74535187355251,"KALASHNIKOVA, OKSANA","Peniston, Ryan"
211,212,57722,73.20801132539627,"CARLE, MARIA LOURDES","Herbert, Pierre-Hugues"
212,213,58246,72.91274281382685,"SEMENISTAJA, DARJA","Sousa, Joao"
213,214,59634,72.15134307169275,"RODINA, EVGENIYA","Gomez, Emilio"
214,215,58175,72.52760226296054,"JANG, SU JEONG","Diallo, Gabriel"
215,216,56958,72.71551476364752,"PAQUET, CHLOE","Johnson, Steve"
216,217,53085,74.04651435667525,"KRAUS, SINJA","Piros, Zsombor"
217,218,53593,73.73201192016626,"GRAMMATIKOPOULOU, VALENTINI","Matos, Rafael"
218,219,50668,74.74227831947519,"BAPTISTE, HAILEY","Kuzmanov, Dimitar"
219,220,50818,74.44803676570412,"JANI, REKA LUCA","Reboul, Fabien"
