,Rank,Name,Total,Singles,Doubles
0,1,"Djokovic, Novak","10,590,175","10,581,665","8,510"
1,2,"Alcaraz, Carlos","9,603,879","9,603,879",0
2,3,"Medvedev, Daniil","7,833,244","7,833,244",0
3,4,"Sinner, Jannik","5,189,328","5,138,315","51,013"
4,5,"Rublev, Andrey","4,731,576","4,376,608","354,968"
5,6,"Tsitsipas, Stefanos","4,193,802","4,041,551","152,251"
6,7,"Zverev, Alexander","3,660,072","3,563,071","97,001"
7,8,"Fritz, Taylor","3,398,028","3,302,380","95,648"
8,9,"Hurkacz, Hubert","3,363,271","3,265,022","98,249"
9,10,"Rune, Holger","3,170,096","3,147,585","22,511"
10,11,"Ruud, Casper","3,069,460","3,043,378","26,082"
11,12,"de Minaur, Alex","2,743,931","2,662,497","81,434"
12,13,"Tiafoe, Frances","2,570,196","2,493,660","76,536"
13,14,"Paul, Tommy","2,511,275","2,451,832","59,443"
14,15,"Khachanov, Karen","2,507,602","2,203,862","303,740"
15,16,"Shelton, Ben","2,468,960","2,279,079","189,881"
16,17,"Dimitrov, Grigor","2,189,436","2,150,888","38,548"
17,18,"Norrie, Cameron","2,138,719","2,051,892","86,827"
18,19,"Musetti, Lorenzo","1,908,774","1,863,395","45,379"
19,20,"Cerundolo, Francisco","1,862,416","1,798,888","63,528"
20,21,"Davidovich Fokina, Alejandro","1,805,832","1,766,779","39,053"
21,22,"Jarry, Nicolas","1,673,715","1,639,389","34,326"
22,23,"Lehecka, Jiri","1,628,784","1,541,377","87,407"
23,24,"Mannarino, Adrian","1,615,818","1,539,936","75,882"
24,25,"Evans, Daniel","1,589,551","1,499,534","90,017"
25,26,"Bublik, Alexander","1,536,062","1,459,665","76,397"
26,27,"Korda, Sebastian","1,525,530","1,503,280","22,250"
27,28,"Griekspoor, Tallon","1,485,334","1,354,776","130,558"
28,29,"Etcheverry, Tomas Martin","1,429,714","1,331,189","98,525"
29,30,"Coric, Borna","1,423,273","1,418,121","5,152"
30,31,"Eubanks, Christopher","1,412,661","1,342,213","70,448"
31,32,"McDonald, Mackenzie","1,389,128","1,201,014","188,114"
32,33,"Struff, Jan-Lennard","1,290,954","1,253,204","37,750"
33,34,"Baez, Sebastian","1,269,989","1,183,448","86,541"
34,35,"Djere, Laslo","1,269,227","1,242,100","27,127"
35,36,"Karatsev, Aslan","1,265,882","1,233,246","32,636"
36,37,"Sonego, Lorenzo","1,260,977","1,217,965","43,012"
37,38,"Auger-Aliassime, Felix","1,237,024","1,158,843","78,181"
38,39,"Nishioka, Yoshihito","1,225,927","1,180,151","45,776"
39,40,"Humbert, Ugo","1,215,829","1,195,659","20,170"
40,41,"Wawrinka, Stan","1,174,743","1,132,494","42,249"
41,42,"van de Zandschulp, Botic","1,170,114","970,509","199,605"
42,43,"Safiullin, Roman","1,104,682","1,080,942","23,740"
43,44,"Krajicek, Austin","1,097,698",0,"1,097,698"
44,45,"Kubler, Jason","1,095,448","745,575","349,873"
45,46,"Zhang, Zhizhen","1,093,371","1,068,482","24,889"
46,47,"Hijikata, Rinky","1,085,227","644,573","440,654"
47,48,"Popyrin, Alexei","1,080,486","1,025,834","54,652"
48,49,"Wolf, J.J.","1,075,347","1,040,880","34,467"
49,50,"Giron, Marcos","1,029,091","955,667","73,424"
50,51,"Berrettini, Matteo","1,028,055","1,023,735","4,320"
51,52,"Kecmanovic, Miomir","1,025,693","959,447","66,246"
52,53,"Fucsovics, Marton","1,005,318","982,423","22,895"
53,54,"Purcell, Max","1,002,546","763,883","238,663"
54,55,"Schwartzman, Diego","1,000,749","966,391","34,358"
55,56,"Skupski, Neal","1,000,256",0,"1,000,256"
56,57,"Ruusuvuori, Emil","998,974","959,604","39,370"
57,58,"Koolhof, Wesley","989,496",0,"989,496"
58,59,"Dodig, Ivan","969,262",0,"969,262"
59,60,"Ebden, Matthew","955,496",0,"955,496"
60,61,"Zapata Miralles, Bernabe","950,685","884,182","66,503"
61,62,"Murray, Andy","939,316","930,971","8,345"
62,63,"Bopanna, Rohan","937,429",0,"937,429"
63,64,"Bautista Agut, Roberto","929,525","920,855","8,670"
64,65,"Hanfmann, Yannick","924,770","912,760","12,010"
65,66,"Arnaldi, Matteo","918,397","899,557","18,840"
66,67,"Carballes Baena, Roberto","918,377","843,988","74,389"
67,68,"Shapovalov, Denis","907,877","845,646","62,231"
68,69,"Thompson, Jordan","906,648","812,364","94,284"
69,70,"Altmaier, Daniel","901,455","878,346","23,109"
70,71,"Rinderknech, Arthur","889,561","803,562","85,999"
71,72,"Lajovic, Dusan","887,457","873,726","13,731"
72,73,"Barrere, Gregoire","867,807","827,996","39,811"
73,74,"O'Connell, Christopher","851,305","825,564","25,741"
74,75,"Varillas, Juan Pablo","847,076","802,531","44,545"
75,76,"Cachin, Pedro","841,232","776,076","65,156"
76,77,"Fils, Arthur","835,890","798,090","37,800"
77,78,"Cressy, Maxime","823,865","655,089","168,776"
78,79,"Gasquet, Richard","799,573","790,458","9,115"
79,80,"Galan, Daniel Elahi","795,237","770,610","24,627"
80,81,"Zeballos, Horacio","795,199",0,"795,199"
81,82,"Granollers, Marcel","786,593",0,"786,593"
82,83,"Halys, Quentin","780,210","732,583","47,627"
83,84,"Ofner, Sebastian","773,579","754,071","19,508"
84,85,"Kokkinakis, Thanasi","759,029","720,914","38,115"
85,86,"Bonzi, Benjamin","736,357","693,665","42,692"
86,87,"Munar, Jaume","730,189","685,480","44,709"
87,88,"Daniel, Taro","727,958","727,173",785
88,89,"Molcan, Alex","723,362","697,601","25,761"
89,90,"Huesler, Marc-Andrea","720,526","661,773","58,753"
90,91,"Ramos-Vinolas, Albert","717,783","687,127","30,656"
91,92,"Vukic, Aleksandar","702,027","659,423","42,604"
92,93,"Thiem, Dominic","700,411","679,165","21,246"
93,94,"Nakashima, Brandon","684,541","672,460","12,081"
94,95,"Monfils, Gael","680,567","680,567",0
95,96,"Harris, Lloyd","680,555","579,313","101,242"
96,97,"Lestienne, Constant","677,373","632,267","45,106"
97,98,"Wu, Yibing","676,107","661,630","14,477"
98,99,"Roger-Vasselin, Edouard","675,660",0,"675,660"
99,100,"Gonzalez, Santiago","675,405",0,"675,405"
100,101,"Draper, Jack","673,900","673,900",0
101,102,"Ivashka, Ilya","670,153","638,076","32,077"
102,103,"Salisbury, Joe","661,604",0,"661,604"
103,104,"Ram, Rajeev","660,699",0,"660,699"
104,105,"Gojo, Borna","654,903","654,093",810
105,106,"Mmoh, Michael","654,641","654,641",0
106,107,"Isner, John","650,344","558,040","92,304"
107,108,"Moutet, Corentin","640,826","632,099","8,727"
108,109,"Borges, Nuno","639,529","621,895","17,634"
109,110T,"Gonzalez, Maximo","638,775",0,"638,775"
110,110T,"Molteni, Andres","638,775",0,"638,775"
111,112,"Pella, Guido","635,382","593,718","41,664"
112,113,"Van Assche, Luca","630,382","591,797","38,585"
113,114,"Marozsan, Fabian","609,124","607,653","1,471"
114,115,"Shevchenko, Alexander","603,856","597,383","6,473"
115,116,"Garin, Cristian","602,575","599,895","2,680"
116,117,"Muller, Alexandre","602,071","586,622","15,449"
117,118,"Stricker, Dominic","583,747","566,174","17,573"
118,119,"Nys, Hugo","576,377","6,756","569,621"
119,120,"Fognini, Fabio","559,546","454,356","105,190"
120,121,"Zielinski, Jan","557,773",0,"557,773"
121,122,"Monteiro, Thiago","556,238","526,518","29,720"
122,123,"Ymer, Mikael","536,540","536,540",0
123,124,"Dellien, Hugo","534,383","490,042","44,341"
124,125,"Watanuki, Yosuke","529,883","522,188","7,695"
125,126,"Arevalo, Marcelo","529,452",0,"529,452"
126,127,"Goffin, David","524,228","520,722","3,506"
127,128,"Rojer, Jean-Julien","521,657",0,"521,657"
128,129,"Coria, Federico","511,642","498,645","12,997"
129,130,"Kotov, Pavel","506,174","502,048","4,126"
130,131,"Krawietz, Kevin","502,445",0,"502,445"
131,132,"Otte, Oscar","501,837","474,952","26,885"
132,133T,"Murray, Jamie","483,392",0,"483,392"
133,133T,"Venus, Michael","483,392",0,"483,392"
134,135,"Cecchinato, Marco","467,752","452,676","15,076"
135,136,"Lammons, Nathaniel","466,880",0,"466,880"
136,137,"Withrow, Jackson","451,980",0,"451,980"
137,138,"Albot, Radu","449,088","443,819","5,269"
138,139,"Vavassori, Andrea","448,192","272,391","175,801"
139,140,"Martinez, Pedro","444,954","403,326","41,628"
140,141,"Puetz, Tim","439,747",0,"439,747"
141,142,"Broady, Liam","439,073","407,796","31,277"
142,143,"Gaston, Hugo","431,442","429,570","1,872"
143,144,"Martin, Fabrice","431,369",0,"431,369"
144,145,"Marterer, Maximilian","415,074","412,817","2,257"
145,146,"Shang, Juncheng","406,699","397,160","9,539"
146,147T,"Gille, Sander","404,485",0,"404,485"
147,147T,"Vliegen, Joran","404,485",0,"404,485"
148,149,"Vesely, Jiri","398,139","397,655",484
149,150,"Machac, Tomas","393,102","391,717","1,385"
150,151,"Cerundolo, Juan Manuel","386,211","383,974","2,237"
151,152,"Kovacevic, Aleksandar","385,535","368,453","17,082"
